token	folio	line	pos	section	left_score	right_score	pred_side	VPCA2
dam	f3r	6	5	Herbal	2.0	30.0	right	P
otchol	f3r	7	1	Herbal	0.0	14.0	right	P
qodaiin	f3r	7	2	Herbal	0.0	0.0	unknown	P
chom	f3r	7	3	Herbal	51.0	0.0	left	V
shom	f3r	7	4	Herbal	0.0	0.0	unknown	P
damo	f3r	7	5	Herbal	2.0	30.0	right	P
ysheor	f3r	8	1	Herbal	6.0	0.0	left	V
chor	f3r	8	2	Herbal	51.0	0.0	left	V
chol	f3r	8	3	Herbal	51.0	0.0	left	V
oky	f3r	8	4	Herbal	0.75	77.0	right	P
damo	f3r	8	5	Herbal	2.0	30.0	right	P
sho	f3r	9	1	Herbal	0.0	0.0	unknown	P
or	f3r	9	2	Herbal	0.0	5.0	right	P
sheoldam	f3r	9	3	Herbal	6.0	0.0	left	V
otchody	f3r	9	4	Herbal	0.0	14.0	right	P
ol	f3r	9	5	Herbal	0.0	5.0	right	P
ydas	f3r	10	1	Herbal				P
chol	f3r	10	2	Herbal	51.0	0.0	left	V
cthom	f3r	10	3	Herbal	51.0	3.0	left	V
pcheol	f3r	11	1	Herbal	9.4	2.0	left	V
shol	f3r	11	2	Herbal	0.0	0.0	unknown	P
sols	f3r	11	3	Herbal	2.0	0.0	left	V
sheol	f3r	11	4	Herbal	6.0	0.0	left	V
shey	f3r	11	5	Herbal	6.0	0.0	left	V
okadaiin	f3r	12	1	Herbal	0.75	77.0	right	P
qokchor	f3r	12	2	Herbal	39.75	0.0	left	V
qoschodam	f3r	12	3	Herbal	0.0	0.0	unknown	P
octhy	f3r	12	4	Herbal	0.0	8.0	right	P
qokeey	f3r	13	1	Herbal	48.75	0.0	left	V
qot	f3r	13	2	Herbal	0.0	2.0	right	C
shey	f3r	13	3	Herbal	6.0	0.0	left	V
qokody	f3r	13	4	Herbal	39.75	0.0	left	V
qokchey	f3r	13	5	Herbal	49.15	0.0	left	V
cheody	f3r	13	6	Herbal	60.4	0.0	left	V
chor	f3r	14	1	Herbal	51.0	0.0	left	V
qodair	f3r	14	2	Herbal	0.0	0.0	unknown	P
okeey	f3r	14	3	Herbal	9.75	77.0	right	P
qokeey	f3r	14	4	Herbal	48.75	0.0	left	V
tsheoarom	f3r	15	1	Herbal				P
shor	f3r	15	2	Herbal	0.0	0.0	unknown	P
or	f3r	15	3	Herbal	0.0	5.0	right	P
chor	f3r	15	4	Herbal	51.0	0.0	left	V
olchsy	f3r	15	5	Herbal				P
chom	f3r	15	6	Herbal	51.0	0.0	left	V
otchom	f3r	15	7	Herbal				P
oporar	f3r	15	8	Herbal	0.0	8.0	right	P
oteol	f3r	16	1	Herbal	0.0	5.0	right	P
chol	f3r	16	2	Herbal	51.0	0.0	left	V
s	f3r	16	3	Herbal	0.0	0.0	unknown	P
cheol	f3r	16	4	Herbal	60.4	0.0	left	V
ekshy	f3r	16	5	Herbal				P
qokeom	f3r	16	6	Herbal	45.75	0.0	left	V
qokol	f3r	16	7	Herbal	39.75	0.0	left	V
daiin	f3r	16	8	Herbal	2.0	30.0	right	P
soleeg	f3r	16	9	Herbal	3.0	0.0	left	V
soeom	f3r	17	1	Herbal				P
okeom	f3r	17	2	Herbal	6.75	77.0	right	P
yteody	f3r	17	3	Herbal	0.0	4.0	right	P
qokeeo	f3r	17	4	Herbal	48.75	0.0	left	V
dal	f3r	17	5	Herbal	2.0	30.0	right	P
sam	f3r	17	6	Herbal	0.0	0.0	unknown	P
pcheoldom	f3r	18	1	Herbal				P
shodaiin	f3r	18	2	Herbal	0.0	0.0	unknown	P
qopchor	f3r	18	3	Herbal	0.0	34.0	right	P
qopol	f3r	18	4	Herbal	0.0	29.0	right	P
opchol	f3r	18	5	Herbal	0.0	13.0	right	P
qoty	f3r	18	6	Herbal	0.0	0.0	unknown	C
otolom	f3r	18	7	Herbal	0.0	5.0	right	P
otchor	f3r	19	1	Herbal	0.0	14.0	right	C
ol	f3r	19	2	Herbal	0.0	5.0	right	P
cheor	f3r	19	3	Herbal	60.4	0.0	left	V
qoeor	f3r	19	4	Herbal	28.0	0.0	left	V
dair	f3r	19	5	Herbal	2.0	30.0	right	P
qoteol	f3r	19	6	Herbal	0.0	0.0	unknown	P
qosaiin	f3r	19	7	Herbal	0.0	0.0	unknown	P
chor	f3r	19	8	Herbal	51.0	0.0	left	V
cthy	f3r	19	9	Herbal	51.0	3.0	left	V
ycheor	f3r	20	1	Herbal	39.4	0.0	left	V
chol	f3r	20	2	Herbal	51.0	0.0	left	V
odaiin	f3r	20	3	Herbal	0.0	5.0	right	P
chol	f3r	20	4	Herbal	51.0	0.0	left	V
s	f3r	20	5	Herbal	0.0	0.0	unknown	P
aiin	f3r	20	6	Herbal	0.0	0.0	unknown	P
okolor	f3r	20	7	Herbal				P
am	f3r	20	8	Herbal	0.0	0.0	unknown	P
koaiin	f3v	1	1	Herbal	2.0	24.0	right	P
cphor	f3v	1	2	Herbal	51.0	0.0	left	V
qotoy	f3v	1	3	Herbal	0.0	0.0	unknown	P
sha	f3v	1	4	Herbal	0.0	0.0	unknown	P
ckhol	f3v	1	5	Herbal	77.0	0.0	left	V
ykoaiin	f3v	1	6	Herbal	43.2	3.6	left	V
s	f3v	1	7	Herbal	0.0	0.0	unknown	P
oly	f3v	1	8	Herbal	0.0	5.0	right	P
daiidy	f3v	2	1	Herbal	2.0	30.0	right	P
qoteeol	f3v	2	2	Herbal	3.0	0.0	left	V
okchor	f3v	2	3	Herbal	0.75	77.0	right	P
okor	f3v	2	4	Herbal	0.75	77.0	right	P
olytol	f3v	2	5	Herbal	0.0	7.0	right	P
dol	f3v	2	6	Herbal	2.0	30.0	right	P
dar	f3v	2	7	Herbal	2.0	30.0	right	P
okom	f3v	3	1	Herbal	0.75	77.0	right	P
chol	f3v	3	2	Herbal	51.0	0.0	left	V
shol	f3v	3	3	Herbal	0.0	0.0	unknown	P
seees	f3v	3	4	Herbal	3.0	0.0	left	V
chom	f3v	3	5	Herbal	51.0	0.0	left	V
cheeykam	f3v	3	6	Herbal	63.4	2.0	left	V
okai	f3v	3	7	Herbal	0.75	77.0	right	P
qodar	f3v	4	1	Herbal	0.0	0.0	unknown	P
ees	f3v	4	2	Herbal	3.0	0.0	left	V
eey	f3v	4	3	Herbal	3.0	0.0	left	V
kcheol	f3v	4	4	Herbal	37.4	24.0	left	V
okal	f3v	4	5	Herbal	0.75	77.0	right	P
do	f3v	4	6	Herbal	2.0	30.0	right	P
r	f3v	4	7	Herbal	0.0	0.0	unknown	P
chear	f3v	4	8	Herbal	60.400000000000006	0.0	left	V
een	f3v	4	9	Herbal	3.0	0.0	left	V
yeeear	f3v	5	1	Herbal	3.0	0.0	left	V
otchal	f3v	5	2	Herbal	0.0	14.0	right	P
eeor	f3v	5	3	Herbal	3.0	0.0	left	V
eear	f3v	5	4	Herbal	3.0	0.0	left	V
ckhy	f3v	5	5	Herbal	77.0	0.0	left	V
or	f3v	6	1	Herbal	0.0	5.0	right	P
cheor	f3v	6	2	Herbal	60.4	0.0	left	V
kor	f3v	6	3	Herbal	2.0	24.0	right	P
chodaly	f3v	6	4	Herbal	51.0	0.0	left	V
chom	f3v	6	5	Herbal	51.0	0.0	left	V
tchor	f3v	7	1	Herbal	0.0	7.0	right	P
otcham	f3v	7	2	Herbal	0.0	14.0	right	P
chor	f3v	7	3	Herbal	51.0	0.0	left	V
cfham	f3v	7	4	Herbal	51.0	0.0	left	V
s	f3v	7	5	Herbal	0.0	0.0	unknown	P
ykchy	f3v	8	1	Herbal	43.2	27.2	left	V
kchom	f3v	8	2	Herbal	28.0	24.0	left	V
chor	f3v	8	3	Herbal	51.0	0.0	left	V
chekeol	f3v	8	4	Herbal	63.4	0.0	left	V
oka	f3v	8	5	Herbal	0.75	77.0	right	P
ytcheear	f3v	9	1	Herbal	12.4	49.0	right	P
okeol	f3v	9	2	Herbal	6.75	77.0	right	P
cthodoaly	f3v	9	3	Herbal	51.0	3.0	left	V
chor	f3v	9	4	Herbal	51.0	0.0	left	V
cthy	f3v	9	5	Herbal	51.0	3.0	left	V
ochor	f3v	10	1	Herbal	0.0	5.0	right	P
daiin	f3v	10	2	Herbal	2.0	30.0	right	P
qokshol	f3v	10	3	Herbal	39.75	0.0	left	V
daiim	f3v	10	4	Herbal	2.0	30.0	right	P
chol	f3v	10	5	Herbal	51.0	0.0	left	V
okary	f3v	10	6	Herbal	0.75	77.0	right	P
sho	f3v	11	1	Herbal	0.0	0.0	unknown	P
shockho	f3v	11	2	Herbal	0.0	0.0	unknown	P
ckhy	f3v	11	3	Herbal	77.0	0.0	left	V
tchor	f3v	11	4	Herbal	0.0	7.0	right	P
chodaiin	f3v	11	5	Herbal	51.0	0.0	left	V
chom	f3v	11	6	Herbal	51.0	0.0	left	V
osh	f3v	12	1	Herbal	0.0	28.0	right	P
chodair	f3v	12	2	Herbal	51.0	0.0	left	V
ytchy	f3v	12	3	Herbal	0.0	49.0	right	P
tchor	f3v	12	4	Herbal	0.0	7.0	right	P
kcham	f3v	12	5	Herbal	28.0	24.0	left	V
s	f3v	12	6	Herbal	0.0	0.0	unknown	P
shar	f3v	13	1	Herbal	0.0	0.0	unknown	P
shkaiin	f3v	13	2	Herbal	0.0	0.0	unknown	P
qokchy	f3v	13	3	Herbal	39.75	0.0	left	V
yty	f3v	13	4	Herbal	0.0	4.0	right	P
cthal	f3v	13	5	Herbal	51.0	3.0	left	V
chky	f3v	13	6	Herbal	51.0	0.0	left	V
dain	f3v	14	1	Herbal	2.0	30.0	right	P
sheam	f3v	14	2	Herbal	6.0	0.0	left	V
yteam	f3v	14	3	Herbal				P
kodalchy	f4r	1	1	Herbal				P
chpady	f4r	1	2	Herbal				P
sheol	f4r	1	3	Herbal	6.0	0.0	left	V
ol	f4r	1	4	Herbal	0.0	5.0	right	P
sheey	f4r	1	5	Herbal	9.0	0.0	left	V
qotey	f4r	1	6	Herbal	0.0	0.0	unknown	P
doiin	f4r	1	7	Herbal	2.0	30.0	right	P
chor	f4r	1	8	Herbal	51.0	0.0	left	V
ytoy	f4r	1	9	Herbal	0.0	4.0	right	P
dchor	f4r	2	1	Herbal	32.0	36.0	right	P
chol	f4r	2	2	Herbal	51.0	0.0	left	V
shol	f4r	2	3	Herbal	0.0	0.0	unknown	P
cthol	f4r	2	4	Herbal	51.0	3.0	left	V
shtchy	f4r	2	5	Herbal	0.0	7.0	right	P
chaiin	f4r	2	6	Herbal	51.0	0.0	left	V
s	f4r	2	7	Herbal	0.0	0.0	unknown	P
choraiin	f4r	2	8	Herbal	51.0	0.0	left	V
chom	f4r	2	9	Herbal	51.0	0.0	left	V
otchol	f4r	3	1	Herbal	0.0	14.0	right	P
chol	f4r	3	2	Herbal	51.0	0.0	left	V
chy	f4r	3	3	Herbal	51.0	0.0	left	V
chaiin	f4r	3	4	Herbal	51.0	0.0	left	V
qotaiin	f4r	3	5	Herbal	0.0	0.0	unknown	P
daiin	f4r	3	6	Herbal	2.0	30.0	right	P
shain	f4r	3	7	Herbal	0.0	0.0	unknown	P
qotchol	f4r	4	1	Herbal	0.0	9.0	right	P
chy	f4r	4	2	Herbal	51.0	0.0	left	V
yty	f4r	4	3	Herbal	0.0	4.0	right	P
daiin	f4r	4	4	Herbal	2.0	30.0	right	P
okaiin	f4r	4	5	Herbal	0.75	77.0	right	P
cthy	f4r	4	6	Herbal	51.0	3.0	left	V
pydaiin	f4r	5	1	Herbal	0.0	0.0	unknown	P
qotchy	f4r	5	2	Herbal	0.0	9.0	right	C
dy	f4r	5	3	Herbal	2.0	30.0	right	P
tydy	f4r	5	4	Herbal	0.0	0.0	unknown	P
chor	f4r	6	1	Herbal	51.0	0.0	left	V
shytchy	f4r	6	2	Herbal	0.0	11.0	right	P
dy	f4r	6	3	Herbal	2.0	30.0	right	P
tcheay	f4r	6	4	Herbal	9.4	7.0	left	V
qotaiin	f4r	7	1	Herbal	0.0	0.0	unknown	P
cthol	f4r	7	2	Herbal	51.0	3.0	left	V
daiin	f4r	7	3	Herbal	2.0	30.0	right	P
cthom	f4r	7	4	Herbal	51.0	3.0	left	V
shor	f4r	8	1	Herbal	0.0	0.0	unknown	P
shol	f4r	8	2	Herbal	0.0	0.0	unknown	P
shol	f4r	8	3	Herbal	0.0	0.0	unknown	P
cthy	f4r	8	4	Herbal	51.0	3.0	left	V
cpholdy	f4r	8	5	Herbal	51.0	0.0	left	V
daiin	f4r	9	1	Herbal	2.0	30.0	right	P
ckhochy	f4r	9	2	Herbal	77.0	0.0	left	V
tchy	f4r	9	3	Herbal	0.0	7.0	right	P
koraiin	f4r	9	4	Herbal	2.0	24.0	right	P
odal	f4r	10	1	Herbal	0.0	5.0	right	P
shor	f4r	10	2	Herbal	0.0	0.0	unknown	P
shyshol	f4r	10	3	Herbal	0.0	0.0	unknown	P
cphaiin	f4r	10	4	Herbal	51.0	0.0	left	V
qotchoiin	f4r	11	1	Herbal	0.0	9.0	right	P
sheyr	f4r	11	2	Herbal	6.0	0.0	left	V
qoty	f4r	11	3	Herbal	0.0	0.0	unknown	C
soiin	f4r	12	1	Herbal	0.0	0.0	unknown	P
chaiin	f4r	12	2	Herbal	51.0	0.0	left	V
chaiin	f4r	12	3	Herbal	51.0	0.0	left	V
daiin	f4r	13	1	Herbal	2.0	30.0	right	P
cthey	f4r	13	2	Herbal	57.0	3.0	left	V
pchooiin	f4v	1	1	Herbal				P
ksheo	f4v	1	2	Herbal				P
kchoy	f4v	1	3	Herbal	28.0	24.0	left	V
chopchy	f4v	1	4	Herbal	51.0	8.0	left	V
dolds	f4v	1	5	Herbal				P
dlod	f4v	1	6	Herbal	2.0	30.0	right	P
ol	f4v	2	1	Herbal	0.0	5.0	right	P
chey	f4v	2	2	Herbal	60.4	0.0	left	V
chy	f4v	2	3	Herbal	51.0	0.0	left	V
cthy	f4v	2	4	Herbal	51.0	3.0	left	V
shkchor	f4v	2	5	Herbal				P
sheo	f4v	2	6	Herbal	6.0	0.0	left	V
cheory	f4v	2	7	Herbal	60.4	0.0	left	V
choldy	f4v	2	8	Herbal	51.0	0.0	left	V
sho	f4v	3	1	Herbal	0.0	0.0	unknown	P
sho	f4v	3	2	Herbal	0.0	0.0	unknown	P
chaiin	f4v	3	3	Herbal	51.0	0.0	left	V
shaiin	f4v	3	4	Herbal	0.0	0.0	unknown	P
daiin	f4v	3	5	Herbal	2.0	30.0	right	P
qodaiin	f4v	3	6	Herbal	0.0	0.0	unknown	P
o	f4v	3	7	Herbal	0.0	5.0	right	P
ar	f4v	3	8	Herbal	0.0	0.0	unknown	P
am	f4v	3	9	Herbal	0.0	0.0	unknown	P
qokshy	f4v	4	1	Herbal	39.75	0.0	left	V
qocthy	f4v	4	2	Herbal	0.0	3.0	right	P
choteol	f4v	4	3	Herbal	51.0	0.0	left	V
daiin	f4v	4	4	Herbal	2.0	30.0	right	P
cthey	f4v	4	5	Herbal	57.0	3.0	left	V
choaiin	f4v	4	6	Herbal	51.0	0.0	left	V
shor	f4v	5	1	Herbal	0.0	0.0	unknown	P
sheey	f4v	5	2	Herbal	9.0	0.0	left	V
cto	f4v	5	3	Herbal	51.0	3.0	left	V
otoiin	f4v	5	4	Herbal	0.0	5.0	right	P
shey	f4v	5	5	Herbal	6.0	0.0	left	V
qotchoiin	f4v	5	6	Herbal	0.0	9.0	right	P
chodain	f4v	5	7	Herbal	51.0	0.0	left	V
ytchoy	f4v	6	1	Herbal	0.0	49.0	right	P
shokchy	f4v	6	2	Herbal	0.75	0.0	left	V
cphody	f4v	6	3	Herbal	51.0	0.0	left	V
torchy	f4v	7	1	Herbal	0.0	0.0	unknown	P
sheeor	f4v	7	2	Herbal	9.0	0.0	left	V
chor	f4v	7	3	Herbal	51.0	0.0	left	V
shokchy	f4v	7	4	Herbal	0.75	0.0	left	V
cphydy	f4v	7	5	Herbal	51.0	0.0	left	V
olaen	f4v	8	1	Herbal	0.0	5.0	right	P
chor	f4v	8	2	Herbal	51.0	0.0	left	V
cthol	f4v	8	3	Herbal	51.0	3.0	left	V
sho	f4v	8	4	Herbal	0.0	0.0	unknown	P
otor	f4v	8	5	Herbal	0.0	5.0	right	C
cthory	f4v	8	6	Herbal	51.0	3.0	left	V
qooko	f4v	9	1	Herbal	0.75	0.0	left	V
iiincheom	f4v	9	2	Herbal	9.4	0.0	left	V
chcthy	f4v	9	3	Herbal	51.0	31.0	left	V
shoky	f4v	9	4	Herbal	0.75	0.0	left	V
daiin	f4v	9	5	Herbal	2.0	30.0	right	P
otaiin	f4v	10	1	Herbal	0.0	5.0	right	P
sheo	f4v	10	2	Herbal	6.0	0.0	left	V
okeody	f4v	10	3	Herbal	6.75	77.0	right	P
chol	f4v	10	4	Herbal	51.0	0.0	left	V
chokeody	f4v	10	5	Herbal	57.75	0.0	left	V
sho	f4v	11	1	Herbal	0.0	0.0	unknown	P
kcheor	f4v	11	2	Herbal	37.4	24.0	left	V
shody	f4v	11	3	Herbal	0.0	0.0	unknown	P
shtaiin	f4v	11	4	Herbal	0.0	0.0	unknown	P
qotol	f4v	11	5	Herbal	0.0	0.0	unknown	C
daiin	f4v	11	6	Herbal	2.0	30.0	right	P
qokoy	f4v	12	1	Herbal	39.75	0.0	left	V
sho	f4v	12	2	Herbal	0.0	0.0	unknown	P
okeol	f4v	12	3	Herbal	6.75	77.0	right	P
s	f4v	12	4	Herbal	0.0	0.0	unknown	P
keey	f4v	12	5	Herbal	8.0	24.0	right	P
shar	f4v	12	6	Herbal	0.0	0.0	unknown	P
char	f4v	12	7	Herbal	51.0	0.0	left	V
ody	f4v	12	8	Herbal	0.0	5.0	right	P
shody	f4v	13	1	Herbal	0.0	0.0	unknown	P
s	f4v	13	2	Herbal	0.0	0.0	unknown	P
cheor	f4v	13	3	Herbal	60.4	0.0	left	V
chokody	f4v	13	4	Herbal	51.75	0.0	left	V
shodaiin	f4v	13	5	Herbal	0.0	0.0	unknown	P
qoty	f4v	13	6	Herbal	0.0	0.0	unknown	C
ochody	f4v	14	1	Herbal	0.0	5.0	right	P
chykey	f4v	14	2	Herbal	54.0	2.0	left	V
chtody	f4v	14	3	Herbal	51.0	0.0	left	V
kshody	f5r	1	1	Herbal	2.0	24.0	right	P
fchoy	f5r	1	2	Herbal	0.0	0.0	unknown	P
chkoy	f5r	1	3	Herbal	51.0	0.0	left	V
oaiin	f5r	1	4	Herbal	0.0	5.0	right	P
oar	f5r	1	5	Herbal	0.0	5.0	right	P
olsy	f5r	1	6	Herbal	2.0	5.0	right	P
chody	f5r	1	7	Herbal	51.0	0.0	left	V
dkshy	f5r	1	8	Herbal	2.0	30.0	right	P
dy	f5r	1	9	Herbal	2.0	30.0	right	P
ochey	f5r	2	1	Herbal	9.4	5.0	left	V
okey	f5r	2	2	Herbal	6.75	77.0	right	P
qokaiin	f5r	2	3	Herbal	39.75	0.0	left	V
sho	f5r	2	4	Herbal	0.0	0.0	unknown	P
ckhoy	f5r	2	5	Herbal	77.0	0.0	left	V
cthey	f5r	2	6	Herbal	57.0	3.0	left	V
chey	f5r	2	7	Herbal	60.4	0.0	left	V
oka?or	f5r	2	8	Herbal				P
otol	f5r	2	9	Herbal	0.0	5.0	right	C
qoaiin	f5r	3	1	Herbal	0.0	0.0	unknown	P
otan	f5r	3	2	Herbal	0.0	5.0	right	P
chy	f5r	3	3	Herbal	51.0	0.0	left	V
daiin	f5r	3	4	Herbal	2.0	30.0	right	P
oteeen	f5r	3	5	Herbal	3.0	5.0	right	P
cho	f5r	3	6	Herbal	51.0	0.0	left	V
cthy	f5r	3	7	Herbal	51.0	3.0	left	V
otchy	f5r	3	8	Herbal	0.0	14.0	right	C
qotcho	f5r	3	9	Herbal	0.0	9.0	right	P
dy	f5r	3	10	Herbal	2.0	30.0	right	P
otain	f5r	4	1	Herbal	0.0	5.0	right	C
sheody	f5r	4	2	Herbal	6.0	0.0	left	V
chan	f5r	4	3	Herbal	51.0	0.0	left	V
s	f5r	4	4	Herbal	0.0	0.0	unknown	P
cheor	f5r	4	5	Herbal	60.4	0.0	left	V
chocthy	f5r	4	6	Herbal	51.0	3.0	left	V
tshy	f5r	5	1	Herbal	0.0	0.0	unknown	P
shody	f5r	5	2	Herbal	0.0	0.0	unknown	P
qoaiin	f5r	5	3	Herbal	0.0	0.0	unknown	P
cholols	f5r	5	4	Herbal	53.0	0.0	left	V
sho	f5r	5	5	Herbal	0.0	0.0	unknown	P
qotcheo	f5r	5	6	Herbal	9.4	9.0	left	V
daiin	f5r	5	7	Herbal	2.0	30.0	right	P
shodaiin	f5r	5	8	Herbal	0.0	0.0	unknown	P
sho	f5r	6	1	Herbal	0.0	0.0	unknown	P
cheor	f5r	6	2	Herbal	60.4	0.0	left	V
chey	f5r	6	3	Herbal	60.4	0.0	left	V
qoeeey	f5r	6	4	Herbal	31.0	0.0	left	V
qoykeeey	f5r	6	5	Herbal	6.0	2.0	left	V
qoeor	f5r	6	6	Herbal	28.0	0.0	left	V
cthy	f5r	6	7	Herbal	51.0	3.0	left	V
shotshy	f5r	6	8	Herbal	0.0	0.0	unknown	P
dy	f5r	6	9	Herbal	2.0	30.0	right	P
qotoeey	f5r	7	1	Herbal	5.0	0.0	left	V
keey	f5r	7	2	Herbal	8.0	24.0	right	P
cheo	f5r	7	3	Herbal	60.4	0.0	left	V
kchy	f5r	7	4	Herbal	28.0	24.0	left	V
shody	f5r	7	5	Herbal	0.0	0.0	unknown	P
kocheor	f5v	1	1	Herbal	11.4	24.0	right	P
chor	f5v	1	2	Herbal	51.0	0.0	left	V
ytchey	f5v	1	3	Herbal	9.4	49.0	right	P
pshod	f5v	1	4	Herbal	0.0	0.0	unknown	P
chols	f5v	1	5	Herbal	53.0	0.0	left	V
chodaiin	f5v	1	6	Herbal	51.0	0.0	left	V
ytoiiin	f5v	1	7	Herbal	0.0	4.0	right	P
daiin	f5v	1	8	Herbal	2.0	30.0	right	P
dchol	f5v	2	1	Herbal	32.0	36.0	right	P
sy	f5v	2	2	Herbal	0.0	0.0	unknown	P
chol	f5v	2	3	Herbal	51.0	0.0	left	V
otaiin	f5v	2	4	Herbal	0.0	5.0	right	P
dain	f5v	2	5	Herbal	2.0	30.0	right	P
cthor	f5v	2	6	Herbal	51.0	3.0	left	V
chots	f5v	2	7	Herbal	51.0	0.0	left	V
ychopordg	f5v	2	8	Herbal	30.0	3.0	left	V
qotcho	f5v	3	1	Herbal	0.0	9.0	right	P
ytor	f5v	3	2	Herbal	0.0	4.0	right	P
daiin	f5v	3	3	Herbal	2.0	30.0	right	P
daiin	f5v	3	4	Herbal	2.0	30.0	right	P
otchor	f5v	3	5	Herbal	0.0	14.0	right	C
daiir	f5v	3	6	Herbal	2.0	30.0	right	P
qo	f5v	3	7	Herbal	0.0	0.0	unknown	P
darchor	f5v	3	8	Herbal	2.0	30.0	right	P
do	f5v	3	9	Herbal	2.0	30.0	right	P
qotor	f5v	4	1	Herbal	0.0	0.0	unknown	C
shees	f5v	4	2	Herbal	9.0	0.0	left	V
otol	f5v	4	3	Herbal	0.0	5.0	right	C
ykoiin	f5v	4	4	Herbal	43.2	3.6	left	V
shol	f5v	4	5	Herbal	0.0	0.0	unknown	P
daiin	f5v	4	6	Herbal	2.0	30.0	right	P
cthor	f5v	4	7	Herbal	51.0	3.0	left	V
okchy	f5v	4	8	Herbal	0.75	77.0	right	P
taiin	f5v	4	9	Herbal	0.0	0.0	unknown	P
shokeeol	f5v	5	1	Herbal	9.75	0.0	left	V
chor	f5v	5	2	Herbal	51.0	0.0	left	V
cheotol	f5v	5	3	Herbal	60.4	0.0	left	C
otchol	f5v	5	4	Herbal	0.0	14.0	right	P
daiin	f5v	5	5	Herbal	2.0	30.0	right	P
dal	f5v	5	6	Herbal	2.0	30.0	right	P
chol	f5v	5	7	Herbal	51.0	0.0	left	V
chotaiin	f5v	5	8	Herbal	51.0	0.0	left	V
otol	f5v	6	1	Herbal	0.0	5.0	right	C
chol	f5v	6	2	Herbal	51.0	0.0	left	V
dairodg	f5v	6	3	Herbal				P
foar	f6r	1	1	Herbal	0.0	0.0	unknown	P
y	f6r	1	2	Herbal	0.0	0.0	unknown	P
shol	f6r	1	3	Herbal	0.0	0.0	unknown	P
cholor	f6r	1	4	Herbal	51.0	0.0	left	V
cphol	f6r	1	5	Herbal	51.0	0.0	left	V
chor	f6r	1	6	Herbal	51.0	0.0	left	V
chckh	f6r	1	7	Herbal	69.0	47.0	left	V
chopchol	f6r	1	8	Herbal	51.0	8.0	left	V
otcham	f6r	1	9	Herbal	0.0	14.0	right	P
daiin	f6r	2	1	Herbal	2.0	30.0	right	P
chckhy	f6r	2	2	Herbal	51.0	24.0	left	V
chor	f6r	2	3	Herbal	51.0	0.0	left	V
chor	f6r	2	4	Herbal	51.0	0.0	left	V
kar	f6r	2	5	Herbal	2.0	24.0	right	P
cthy	f6r	2	6	Herbal	51.0	3.0	left	V
cthor	f6r	2	7	Herbal	51.0	3.0	left	V
chotols	f6r	2	8	Herbal	53.0	0.0	left	V
poeear	f6r	3	1	Herbal				P
kshor	f6r	3	2	Herbal	2.0	24.0	right	P
choky	f6r	3	3	Herbal	51.75	0.0	left	V
os	f6r	3	4	Herbal	0.0	5.0	right	P
cheoees	f6r	3	5	Herbal				P
ykeor	f6r	3	6	Herbal	46.2	3.6	left	V
ytaiin	f6r	3	7	Herbal	0.0	4.0	right	P
dar	f6r	3	8	Herbal	2.0	30.0	right	P
dar	f6r	4	1	Herbal	2.0	30.0	right	P
cho	f6r	4	2	Herbal	51.0	0.0	left	V
s	f6r	4	3	Herbal	0.0	0.0	unknown	P
sheor	f6r	4	4	Herbal	6.0	0.0	left	V
chocthy	f6r	4	5	Herbal	51.0	3.0	left	V
otcham	f6r	4	6	Herbal	0.0	14.0	right	P
yaiir	f6r	4	7	Herbal	0.0	0.0	unknown	P
chy	f6r	4	8	Herbal	51.0	0.0	left	V
tar	f6r	5	1	Herbal	0.0	0.0	unknown	P
okoiin	f6r	5	2	Herbal	0.75	77.0	right	P
shees	f6r	5	3	Herbal	9.0	0.0	left	V
ytaly	f6r	5	4	Herbal	0.0	4.0	right	P
cthaiin	f6r	5	5	Herbal	51.0	3.0	left	V
odam	f6r	5	6	Herbal	0.0	5.0	right	P
or	f6r	6	1	Herbal	0.0	5.0	right	P
al	f6r	6	2	Herbal	0.0	0.0	unknown	P
daiin	f6r	6	3	Herbal	2.0	30.0	right	P
ckham	f6r	6	4	Herbal	77.0	0.0	left	V
okom	f6r	6	5	Herbal	0.75	77.0	right	P
cthaiin	f6r	6	6	Herbal	51.0	3.0	left	V
ydaiin	f6r	6	7	Herbal	0.0	0.0	unknown	P
daiin	f6r	7	1	Herbal	2.0	30.0	right	P
qodaiin	f6r	7	2	Herbal	0.0	0.0	unknown	P
cho	f6r	7	3	Herbal	51.0	0.0	left	V
s	f6r	7	4	Herbal	0.0	0.0	unknown	P
chol	f6r	7	5	Herbal	51.0	0.0	left	V
okaiin	f6r	7	6	Herbal	0.75	77.0	right	P
s	f6r	7	7	Herbal	0.0	0.0	unknown	P
ychol	f6r	8	1	Herbal	30.0	0.0	left	V
ckhor	f6r	8	2	Herbal	77.0	0.0	left	V
pchar	f6r	8	3	Herbal	0.0	2.0	right	P
sheo	f6r	8	4	Herbal	6.0	0.0	left	V
ckhaiin	f6r	8	5	Herbal	77.0	0.0	left	V
dar	f6r	9	1	Herbal	2.0	30.0	right	P
sheeol	f6r	9	2	Herbal	9.0	0.0	left	V
skaiiodar	f6r	9	3	Herbal	0.0	0.0	unknown	P
otaiin	f6r	9	4	Herbal	0.0	5.0	right	P
chory	f6r	9	5	Herbal	51.0	0.0	left	V
tchor	f6r	10	1	Herbal	0.0	7.0	right	P
ctheod	f6r	10	2	Herbal	57.0	3.0	left	V
