token_type	n_tokens	n_hit	mean_left	mean_right	net_score	frac_hit	frac_left	frac_right	frac_tie	frac_unknown	maj_side
olked	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkedaiin	2	2	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkedy	20	20	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkee	1	1	45.600000	5.000000	40.600000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeal	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeear	2	2	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeechdy	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeechey	1	1	15.400000	5.000000	10.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeechy	2	2	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeed	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeedain	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeedal	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeedy	37	37	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeeary	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeedy	3	3	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeees	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeey	7	7	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeo	2	2	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeodal	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeody	7	7	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeoly	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeor	2	2	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeos	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkees	2	2	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeey	32	32	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeeycthy	1	1	8.000000	8.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	tie
olkeeyr	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkeody	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkeol	5	5	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkeoy	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkeshar	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkeshey	1	1	9.000000	5.000000	4.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkey	8	8	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkiir	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkl	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olko	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkol	5	5	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkor	4	4	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkory	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkshdy	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olkshed	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkshedy	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olkshey	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olky	19	19	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oll	2	2	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ollchy	2	2	0.000000	7.000000	-7.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olldy	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olo	4	4	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oloeeedy	1	1	5.000000	5.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	tie
oloeorain	1	1	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oloesdr	1	1	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oloiin	4	4	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oloiir	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olokar	1	1	0.750000	5.000000	-4.250000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oloky	1	1	0.750000	5.000000	-4.250000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olol	14	14	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ololary	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ololdal	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ololdy	2	2	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olom	3	3	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olor	20	20	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olord	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olorol	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olos	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olotchedy	1	1	9.400000	14.000000	-4.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oloy	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olpair	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olpchedy	4	4	9.400000	7.000000	2.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olpcheey	1	1	12.400000	7.000000	5.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olpchesd	1	1	9.400000	7.000000	2.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olpchey	1	1	9.400000	7.000000	2.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olpoikhy	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olpshedy	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olpshy	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olqo	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olr	4	4	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olraiin	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olrodar	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ols	17	17	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olsaiin	2	2	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olsain	1	1	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olsar	2	2	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olseeg	1	1	5.000000	5.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	tie
olsey	1	1	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olshalsy	1	1	4.000000	5.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olshdy	4	4	4.000000	5.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olshed	1	1	10.000000	5.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olshedy	18	18	10.000000	5.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheed	1	1	13.000000	5.000000	8.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheedy	1	1	13.000000	5.000000	8.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheeosol	1	1	13.000000	5.000000	8.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olshees	1	1	13.000000	5.000000	8.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheey	6	6	13.000000	5.000000	8.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheody	1	1	10.000000	5.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheol	2	2	10.000000	5.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olsheor	1	1	10.000000	5.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olshey	9	9	10.000000	5.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
olshly	1	1	4.000000	5.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olsho	2	2	4.000000	5.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olshty	1	1	4.000000	5.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olshy	2	2	4.000000	5.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olsy	2	2	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltaiin	2	2	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltain	2	2	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltal	2	2	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltam	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltar	3	3	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltchdy	1	1	0.000000	12.000000	-12.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltchedy	1	1	9.400000	12.000000	-2.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltcheey	1	1	12.400000	12.000000	0.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
oltchey	2	2	9.400000	12.000000	-2.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltchy	1	1	0.000000	12.000000	-12.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltedy	4	4	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olteedam	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olteedy	3	3	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olteeedy	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olteey	1	1	3.000000	5.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olteody	2	2	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltey	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltoiin	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oltshedy	1	1	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
oltshey	2	2	6.000000	5.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
oltydy	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oly	46	46	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
olytol	1	1	0.000000	7.000000	-7.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
om	19	19	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ooeeor	1	1	5.000000	5.000000	0.000000	1.000000	0.000000	0.000000	1.000000	0.000000	tie
ooiin	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ookam	1	1	0.750000	5.000000	-4.250000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oolals	1	1	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oolsal	1	1	2.000000	5.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ooooooooolarsr	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oor	3	3	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ooror	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ootady	1	1	0.000000	5.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
op	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opa	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaichy	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaiim	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaiin	13	13	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaiinar	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaiir	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaiiral	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaiis	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opail	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opailo	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaim	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opain	2	2	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opair	4	4	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opairaly	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opairam	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opakam	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opal	9	9	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalal	2	2	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalam	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalar	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalchdy	1	1	0.000000	10.000000	-10.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaldaiin	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaldy	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalefom	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalg	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalkaiin	2	2	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalkam	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalkar	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opaloiiry	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalor	2	2	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opals	1	1	2.000000	8.000000	-6.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opalshedy	1	1	10.000000	8.000000	2.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
opaly	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opam	4	4	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opar	9	9	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oparairdly	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oparal	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oparam	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opary	3	3	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opasy	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opch	1	1	0.000000	43.000000	-43.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchaiin	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchaikhy	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchal	3	3	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchaldy	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchaly	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchar	2	2	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcharoiin	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchdain	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchdal	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchdar	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchdard	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchdy	18	18	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheaiin	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchealol	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchear	2	2	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheas	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opched	2	2	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchedaiin	4	4	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchedal	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheddl	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchedy	47	47	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheear	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheed	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheedoy	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheedy	3	3	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheeky	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheeo	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheeol	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchees	1	1	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheey	4	4	12.400000	13.000000	-0.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchekaiin	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchekan	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheo	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheocf	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheodair	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheody	3	3	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheol	7	7	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheolfy	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcheor	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchepy	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opches	2	2	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchety	1	1	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchey	27	27	9.400000	13.000000	-3.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcho	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchod	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchody	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchol	3	3	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcholalaiin	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcholdg	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcholdy	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcholor	2	2	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchor	6	6	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchordy	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchosam	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchsd	2	2	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchsey	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchy	13	13	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opchytcy	1	1	0.000000	21.000000	-21.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opcsedy	1	1	0.000000	13.000000	-13.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opdaiin	3	3	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opdaildo	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opdairody	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opdarshdy	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opheey	1	1	9.000000	8.000000	1.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
opocphor	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opod	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opodaiin	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opodchol	1	1	4.000000	8.000000	-4.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opoees	1	1	5.000000	8.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opoeey	1	1	5.000000	8.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opoiin	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opoiisooin	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opol	3	3	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opolaiin	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opolkeor	1	1	3.000000	8.000000	-5.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opolkod	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opoloiin	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opolsy	1	1	2.000000	8.000000	-6.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opoly	2	2	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opom	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opor	6	6	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oporaiin	2	2	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oporar	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
oporody	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opotey	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opshdy	1	1	0.000000	8.000000	-8.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opshed	1	1	6.000000	8.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opshedal	1	1	6.000000	8.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opshedy	2	2	6.000000	8.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opsheolaiin	1	1	6.000000	8.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opshes	1	1	6.000000	8.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
opshey	1	1	6.000000	8.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
