token_type	n_tokens	n_hit	mean_left	mean_right	net_score	frac_hit	frac_left	frac_right	frac_tie	frac_unknown	maj_side
dorl	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dorody	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
doror	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dorshefy	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dorsheoy	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dory	3	3	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dos	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dotedy	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
doteey	1	1	5.000000	30.000000	-25.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
doteoda	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dotody	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dotsey	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
doty	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dpchedy	1	1	11.400000	32.000000	-20.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dpchy	2	2	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dpy	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dr	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dralas	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
drol	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ds	2	2	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dscheey	1	1	14.400000	30.000000	-15.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsechey	1	1	11.400000	30.000000	-18.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsh	2	2	2.000000	47.000000	-45.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshaly	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshcheal	1	1	11.400000	36.000000	-24.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshdy	2	2	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshe	1	1	26.000000	30.000000	-4.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheckhy	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshedal	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshedy	29	29	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheedal	1	1	11.000000	30.000000	-19.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheedy	3	3	11.000000	30.000000	-19.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheeo	1	1	11.000000	30.000000	-19.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheeoteey	1	1	11.000000	30.000000	-19.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshees	2	2	11.000000	30.000000	-19.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheey	7	7	11.000000	30.000000	-19.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheodar	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheody	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheog	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheol	6	6	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheor	2	2	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheos	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsheoy	1	1	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshey	12	12	8.000000	30.000000	-22.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsho	2	2	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshodal	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshodar	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshody	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshol	4	4	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsholyd	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshor	11	11	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dshy	5	5	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dso	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dsy	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dtal	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dtchan	1	1	2.000000	37.000000	-35.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dtedair	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dtoaiin	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dtor	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dtshol	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dxar	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dy	196	196	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyaiin	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dychear	1	1	15.400000	30.000000	-14.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dycheckhy	1	1	15.400000	30.000000	-14.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dychedy	2	2	15.400000	30.000000	-14.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dychokchy	1	1	6.750000	30.000000	-23.250000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydaim	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydariin	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydas	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydchy	1	1	6.000000	30.000000	-24.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydy	2	2	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydyd	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dydydy	2	2	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyeees	1	1	5.000000	30.000000	-25.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyfchdy	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykaiin	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykain	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykchal	1	1	2.000000	34.000000	-32.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykchy	1	1	2.000000	34.000000	-32.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykedy	2	2	5.000000	32.000000	-27.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykeedain	1	1	8.000000	32.000000	-24.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykeedy	2	2	8.000000	32.000000	-24.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykeor	1	1	5.000000	32.000000	-27.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dykshy	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyky	4	4	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dylches	1	1	11.400000	32.000000	-20.600000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dylchsody	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dym	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyotyds	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dypchy	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dys	2	2	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyshol	1	1	2.000000	30.000000	-28.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytain	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytal	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytary	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytchor	1	1	2.000000	41.000000	-39.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytchy	2	2	2.000000	41.000000	-39.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytedy	2	2	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytey	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytoly	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytory	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytshedy	1	1	8.000000	32.000000	-24.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytshy	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dyty	2	2	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
dytydy	1	1	2.000000	32.000000	-30.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
e	3	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eain	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eair	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ealam	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ear	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
echa	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
echkolal	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
echty	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
echy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ecky	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ecsy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eddy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eear	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeckhy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eedol	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eedy	4	4	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeecfhy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeedy	7	7	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeeey	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeeodaiin	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeeody	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeeoloy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeer	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eees	7	7	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeesaiin	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeesal	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeey	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eekain	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
een	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeo	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeodaiin	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeody	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeoeety	1	1	5.000000	0.000000	5.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeol	2	2	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeor	4	4	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeos	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eeoseeos	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ees	6	6	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eesey	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eesos	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eesy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eesydy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eetees	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eey	2	2	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
efaloir	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
efchedy	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ek	1	1	28.800000	0.000000	28.800000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ekaiin	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ekais	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ekar	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ekedy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ekeey	1	1	6.000000	0.000000	6.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ekeolol	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ekey	2	2	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ekokeey	1	1	9.750000	0.000000	9.750000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eky	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
em	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eo	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eodal	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eody	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eokeeor	1	1	9.750000	0.000000	9.750000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eoky	1	1	0.750000	0.000000	0.750000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eol	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eoporchy	1	1	0.000000	3.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
eosaiin	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
epaiin	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
epairody	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
epal	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
epchey	1	1	9.400000	2.000000	7.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
epchy	1	1	0.000000	2.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
ereoly	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
es	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
esechor	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
esedy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eses	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etaiin	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etar	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etchal	1	1	0.000000	7.000000	-7.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
etcheody	1	1	9.400000	7.000000	2.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eteedy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eteeys	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
eteodys	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
eteor	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etocho	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etodaiin	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etodaithey	1	1	6.000000	0.000000	6.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
etolctheol	1	1	6.000000	7.000000	-1.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
etoteear	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
ety	6	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
etyd	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
ey	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
f	6	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fachys	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
faiir	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
faiiral	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
faiis	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
faimy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
famom	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
far	3	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fardam	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
farsheey	1	1	9.000000	0.000000	9.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fary	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fcham	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchcfhy	1	1	0.000000	6.000000	-6.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
fchcho	1	1	0.000000	6.000000	-6.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
fchdar	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchdy	4	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchedey	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchedol	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchedy	10	10	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchedys	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchee	1	1	46.000000	0.000000	46.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheeody	1	1	12.400000	0.000000	12.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheeol	1	1	12.400000	0.000000	12.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheey	3	3	12.400000	0.000000	12.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheodal	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheody	2	2	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheokair	1	1	10.150000	0.000000	10.150000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheol	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheos	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcheshd	1	1	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchey	2	2	9.400000	0.000000	9.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fcho	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchocthar	1	1	0.000000	3.000000	-3.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
fchoctheody	1	1	6.000000	3.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchodees	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchodycheol	1	1	13.400000	0.000000	13.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchokshy	1	1	0.750000	0.000000	0.750000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchoky	1	1	0.750000	0.000000	0.750000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fchol	3	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fcholdy	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fcholy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchom	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchor	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchosaiin	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchoy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchs	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchsom	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fchy	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fdeechdy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fdykain	1	1	0.000000	2.000000	-2.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
feedly	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
feeedy	1	1	3.000000	0.000000	3.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fo	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
foar	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fochof	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fochor	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fodal	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fol	2	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
folaiin	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
folcfhhy	1	1	0.000000	4.000000	-4.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
folchear	1	1	9.400000	4.000000	5.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
folchey	1	1	9.400000	4.000000	5.400000	1.000000	1.000000	0.000000	0.000000	0.000000	left
folchol	1	1	0.000000	4.000000	-4.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
folchor	1	1	0.000000	4.000000	-4.000000	1.000000	0.000000	1.000000	0.000000	0.000000	right
fold	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
folor	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
folorarom	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
folr	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
folshody	1	1	4.000000	0.000000	4.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fsey	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fshdar	1	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	unknown
fsheda	1	1	6.000000	0.000000	6.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
fshedy	1	1	6.000000	0.000000	6.000000	1.000000	1.000000	0.000000	0.000000	0.000000	left
