idx	token	length	freq	H1_local_bits	n_rules	rule_ids	family_signature	best_pmi_partner
0	fachys	6	1	14.857592	0			
1	ykal	4	14	11.050237	0			
2	ar	2	297	6.643273	0			
3	ataiin	6	1	14.857592	0			
4	shol	4	135	7.780777	0			
5	shory	5	4	12.857592	0			
6	cthres	6	1	14.857592	0			
7	y	1	113	8.037413	0			
8	kor	3	18	10.687667	0			
9	sholdy	6	6	12.272630	0			
10	sory	4	4	12.857592	0			
11	ckhar	5	2	13.857592	0			
12	or	2	266	6.802310	0			
13	y	1	113	8.037413	0			
14	kair	4	11	11.398161	0			
15	chtaiin	7	3	13.272630	0			
16	shar	4	26	10.157153	0			
17	are	3	1	14.857592	0			
18	cthar	5	19	10.609665	0			
19	cthar	5	19	10.609665	0			
20	dan	3	15	10.950702	0			
21	syaiir	6	1	14.857592	0			
22	sheky	5	28	10.050237	0			
23	or	2	266	6.802310	0			
24	ykaiin	6	33	9.813198	0			
25	shod	4	9	11.687667	0			
26	cthoary	7	1	14.857592	0			
27	cthes	5	3	13.272630	0			
28	daraiin	7	2	13.857592	0			
29	sa	2	3	13.272630	0			
30	ooiin	5	1	14.857592	0			
31	oteey	5	117	7.987228	0			
32	oteos	5	25	10.213736	0			
33	roloty	6	1	14.857592	0			
34	cthar	5	19	10.609665	0			
35	daiin	5	621	5.579143	0			
36	otaiin	6	125	7.891808	0			
37	or	2	266	6.802310	0			
38	okan	4	3	13.272630	1	chargram:ok:left	chargram:ok:left	
39	dair	4	73	8.667768	0			
40	y	1	113	8.037413	0			
41	chear	5	36	9.687667	1	chargram:che:left	chargram:che:left	
42	cthaiin	7	6	12.272630	0			
43	cphar	5	4	12.857592	0			
44	cfhaiin	7	1	14.857592	0			
45	odar	4	20	10.535664	0			
46	o	1	60	8.950702	0			
47	y	1	113	8.037413	0			
48	shol	4	135	7.780777	0			
49	cphoy	5	2	13.857592	0			
50	oydar	5	1	14.857592	0			
51	sh	2	12	11.272630	0			
52	s	1	168	7.465275	0			
53	cfhoaiin	8	1	14.857592	0			
54	shodary	7	1	14.857592	0			
55	yshey	5	7	12.050237	0			
56	shody	5	43	9.431328	0			
57	okchoy	6	2	13.857592	1	chargram:ok:left	chargram:ok:left	
58	otchol	6	21	10.465275	0			
59	chocthy	7	11	11.398161	0			
60	oschy	5	1	14.857592	0			
61	dain	4	151	7.619188	0			
62	chor	4	140	7.728309	0			
63	kos	3	1	14.857592	0			
64	daiin	5	621	5.579143	0			
65	shos	4	9	11.687667	0			
66	cfhol	5	4	12.857592	0			
67	shody	5	43	9.431328	0			
68	ydain	5	4	12.857592	0			
69	cphesaiin	9	1	14.857592	0			
70	ol	2	426	6.122883	0			
71	s	1	168	7.465275	0			
72	cphey	5	4	12.857592	0			
73	ytain	5	9	11.687667	0			
74	shoshy	6	2	13.857592	0			
75	cphodales	9	1	14.857592	0			
76	oksho	5	2	13.857592	1	chargram:ok:left	chargram:ok:left	
77	kshoy	5	1	14.857592	0			
78	otairin	7	1	14.857592	0			
79	oteol	5	29	9.999611	0			
80	okan	4	3	13.272630	1	chargram:ok:left	chargram:ok:left	
81	shodain	7	4	12.857592	0			
82	sckhey	6	1	14.857592	0			
83	daiin	5	621	5.579143	0			
84	shoy	4	2	13.857592	0			
85	ckhey	5	24	10.272630	0			
86	kodaiin	7	3	13.272630	0			
87	cphy	4	8	11.857592	0			
88	cphodaiils	10	1	14.857592	0			
89	cthey	5	32	9.857592	0			
90	she	3	23	10.334030	0			
91	oldain	6	2	13.857592	0			
92	d	1	35	9.728309	0			
93	dain	4	151	7.619188	0			
94	oiin	4	23	10.334030	0			
95	chol	4	263	6.818673	0			
96	odaiin	6	42	9.465275	0			
97	chodain	7	6	12.272630	0			
98	chdy	4	114	8.024702	0			
99	okain	5	115	8.012102	1	chargram:ok:left	chargram:ok:left	
100	dan	3	15	10.950702	0			
101	cthy	4	79	8.553812	0			
102	kod	3	1	14.857592	0			
103	daiin	5	621	5.579143	0			
104	shckhey	7	9	11.687667	0			
105	ckeor	5	1	14.857592	0			
106	chor	4	140	7.728309	0			
107	shey	4	226	7.037413	0			
108	kol	3	29	9.999611	0			
109	chol	4	263	6.818673	0			
110	chol	4	263	6.818673	0			
111	kor	3	18	10.687667	0			
112	chal	4	38	9.609665	0			
113	sho	3	84	8.465275	0			
114	chol	4	263	6.818673	0			
115	shodan	6	1	14.857592	0			
116	kshy	4	5	12.535664	0			
117	kchy	4	17	10.770129	0			
118	dor	3	49	9.242882	0			
119	chodaiin	8	29	9.999611	0			
120	sho	3	84	8.465275	0			
121	kchom	5	2	13.857592	0			
122	ycho	4	3	13.272630	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
123	tchey	5	15	10.950702	0			
124	chokain	7	10	11.535664	0			
125	sheo	4	42	9.465275	0			
126	pshol	5	4	12.857592	0			
127	dydyd	5	1	14.857592	0			
128	cthy	4	79	8.553812	0			
129	daicthy	7	1	14.857592	0			
130	yto	3	4	12.857592	0			
131	shol	4	135	7.780777	0			
132	she	3	23	10.334030	0			
133	kodshey	7	1	14.857592	0			
134	cphealy	7	1	14.857592	0			
135	dasain	6	1	14.857592	0			
136	dain	4	151	7.619188	0			
137	ckhyds	6	1	14.857592	0			
138	dchar	5	3	13.272630	2	chargram:dc:left,chargram:dch:left	chargram:dc:left-chargram:dch:left	
139	shcthaiin	9	1	14.857592	0			
140	okaiir	6	4	12.857592	1	chargram:ok:left	chargram:ok:left	
141	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
142	rchy	4	4	12.857592	0			
143	potol	5	1	14.857592	0			
144	cthols	6	2	13.857592	0			
145	dlocta	6	1	14.857592	0			
146	shok	4	3	13.272630	0			
147	chor	4	140	7.728309	0			
148	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
149	dain	4	151	7.619188	0			
150	ckhey	5	24	10.272630	0			
151	cpho	4	2	13.857592	0			
152	shaiin	6	15	10.950702	0			
153	shokcheey	9	1	14.857592	0			
154	chol	4	263	6.818673	0			
155	tshodeesy	9	1	14.857592	0			
156	shey	4	226	7.037413	0			
157	pydeey	6	1	14.857592	0			
158	chy	3	98	8.242882	0			
159	ro	2	9	11.687667	0			
160	d	1	35	9.728309	0			
161	doin	4	5	12.535664	0			
162	chol	4	263	6.818673	0			
163	dain	4	151	7.619188	0			
164	cthal	5	6	12.272630	0			
165	dar	3	261	6.829686	0			
166	shear	5	17	10.770129	0			
167	kaiin	5	50	9.213736	0			
168	dar	3	261	6.829686	0			
169	shey	4	226	7.037413	0			
170	cthar	5	19	10.609665	0			
171	choo	4	1	14.857592	0			
172	kaiin	5	50	9.213736	0			
173	shoaiin	7	4	12.857592	0			
174	okol	4	65	8.835224	1	chargram:ok:left	chargram:ok:left	
175	daiin	5	621	5.579143	0			
176	far	3	3	13.272630	0			
177	cthol	5	40	9.535664	0			
178	daiin	5	621	5.579143	0			
179	ctholdar	8	1	14.857592	0			
180	ycheey	6	19	10.609665	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
181	okay	4	2	13.857592	1	chargram:ok:left	chargram:ok:left	
182	oky	3	78	8.572190	1	chargram:ok:left	chargram:ok:left	
183	daiin	5	621	5.579143	0			
184	okchey	6	19	10.609665	1	chargram:ok:left	chargram:ok:left	
185	kokaiin	7	1	14.857592	0			
186	chol	4	263	6.818673	0			
187	kchy	4	17	10.770129	0			
188	dal	3	212	7.129672	0			
189	deeo	4	2	13.857592	0			
190	shody	5	43	9.431328	0			
191	koshey	6	2	13.857592	0			
192	cthy	4	79	8.553812	0			
193	okchey	6	19	10.609665	1	chargram:ok:left	chargram:ok:left	
194	keey	4	34	9.770129	1	chargram:ke:left	chargram:ke:left	
195	keey	4	34	9.770129	1	chargram:ke:left	chargram:ke:left	
196	dal	3	212	7.129672	0			
197	chtor	5	1	14.857592	0			
198	eo	2	1	14.857592	0			
199	chol	4	263	6.818673	0			
200	chok	4	4	12.857592	0			
201	choty	5	28	10.050237	0			
202	chotey	6	8	11.857592	0			
203	oltchey	7	2	13.857592	0			
204	char	4	52	9.157153	0			
205	cfhar	5	2	13.857592	0			
206	am	2	78	8.572190	0			
207	dcho	4	3	13.272630	2	chargram:dc:left,chargram:dch:left	chargram:dc:left-chargram:dch:left	
208	lkody	5	1	14.857592	0			
209	okodar	6	1	14.857592	1	chargram:ok:left	chargram:ok:left	
210	chody	5	63	8.880312	0			
211	dksheey	7	1	14.857592	0			
212	cthy	4	79	8.553812	0			
213	kotchody	8	1	14.857592	0			
214	dal	3	212	7.129672	0			
215	dar	3	261	6.829686	0			
216	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
217	tody	4	7	12.050237	0			
218	otoaiin	7	2	13.857592	0			
219	shoshy	6	2	13.857592	0			
220	dolchey	7	2	13.857592	0			
221	chodo	5	2	13.857592	0			
222	lol	3	37	9.648139	0			
223	chy	3	98	8.242882	0			
224	cthy	4	79	8.553812	0			
225	ykol	4	11	11.398161	0			
226	dol	3	89	8.381859	0			
227	dolo	4	1	14.857592	0			
228	ykol	4	11	11.398161	0			
229	do	2	12	11.272630	0			
230	lchody	6	1	14.857592	0			
231	chol	4	263	6.818673	0			
232	cthol	5	40	9.535664	0			
233	chody	5	63	8.880312	0			
234	chol	4	263	6.818673	0			
235	daiin	5	621	5.579143	0			
236	shol	4	135	7.780777	0			
237	dchor	5	15	10.950702	2	chargram:dc:left,chargram:dch:left	chargram:dc:left-chargram:dch:left	
238	otcho	5	9	11.687667	0			
239	dar	3	261	6.829686	0			
240	shody	5	43	9.431328	0			
241	ypchaiin	8	1	14.857592	0			
242	ckholsy	7	1	14.857592	0			
243	shor	4	66	8.813198	0			
244	cthy	4	79	8.553812	0			
245	cth	3	1	14.857592	0			
246	chaiin	6	29	9.999611	0			
247	chokaiin	8	10	11.535664	0			
248	d	1	35	9.728309	0			
249	ytchaiin	8	1	14.857592	0			
250	dan	3	15	10.950702	0			
251	dchol	5	21	10.465275	2	chargram:dc:left,chargram:dch:left	chargram:dc:left-chargram:dch:left	
252	dchy	4	21	10.465275	2	chargram:dc:left,chargram:dch:left	chargram:dc:left-chargram:dch:left	
253	cthy	4	79	8.553812	0			
254	yksh	4	1	14.857592	0			
255	olsheey	7	6	12.272630	0			
256	daiildy	7	1	14.857592	0			
257	chol	4	263	6.818673	0			
258	yky	3	15	10.950702	0			
259	dain	4	151	7.619188	0			
260	daiirol	7	1	14.857592	0			
261	cthey	5	32	9.857592	0			
262	keol	4	15	10.950702	1	chargram:ke:left	chargram:ke:left	
263	saiin	5	106	8.129672	0			
264	saiin	5	106	8.129672	0			
265	olsaiin	7	2	13.857592	0			
266	sheey	5	115	8.012102	0			
267	ckhor	5	7	12.050237	0			
268	saiin	5	106	8.129672	0			
269	chety	5	20	10.535664	1	chargram:che:left	chargram:che:left	
270	chyky	5	2	13.857592	0			
271	sal	3	43	9.431328	0			
272	dair	4	73	8.667768	0			
273	shty	4	3	13.272630	0			
274	chor	4	140	7.728309	0			
275	daiin	5	621	5.579143	0			
276	chcthy	6	66	8.813198	0			
277	daiin	5	621	5.579143	0			
278	s	1	168	7.465275	0			
279	shey	4	226	7.037413	0			
280	dor	3	49	9.242882	0			
281	chol	4	263	6.818673	0			
282	daiin	5	621	5.579143	0			
283	daiin	5	621	5.579143	0			
284	otchor	6	11	11.398161	0			
285	chan	4	7	12.050237	0			
286	chees	5	29	9.999611	1	chargram:che:left	chargram:che:left	
287	chr	3	7	12.050237	0			
288	cheaiin	7	2	13.857592	1	chargram:che:left	chargram:che:left	
289	tsheos	6	1	14.857592	0			
290	qopal	5	2	13.857592	0			
291	chol	4	263	6.818673	0			
292	cthol	5	40	9.535664	0			
293	daimm	5	1	14.857592	0			
294	ycheor	6	3	13.272630	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
295	chor	4	140	7.728309	0			
296	dam	3	82	8.500040	0			
297	qotcham	7	1	14.857592	0			
298	cham	4	17	10.770129	0			
299	ochor	5	5	12.535664	0			
300	qocheor	7	1	14.857592	0			
301	chol	4	263	6.818673	0			
302	daiin	5	621	5.579143	0			
303	cthy	4	79	8.553812	0			
304	schey	5	3	13.272630	0			
305	chor	4	140	7.728309	0			
306	chal	4	38	9.609665	0			
307	cham	4	17	10.770129	0			
308	cham	4	17	10.770129	0			
309	cho	3	48	9.272630	0			
310	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
311	chololy	7	1	14.857592	0			
312	s	1	168	7.465275	0			
313	cham	4	17	10.770129	0			
314	cthol	5	40	9.535664	0			
315	ychtaiin	8	1	14.857592	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
316	chor	4	140	7.728309	0			
317	cthom	5	8	11.857592	0			
318	otal	4	117	7.987228	0			
319	dam	3	82	8.500040	0			
320	otchol	6	21	10.465275	0			
321	qodaiin	7	28	10.050237	0			
322	chom	4	8	11.857592	0			
323	shom	4	3	13.272630	0			
324	damo	4	3	13.272630	0			
325	ysheor	6	3	13.272630	0			
326	chor	4	140	7.728309	0			
327	chol	4	263	6.818673	0			
328	oky	3	78	8.572190	1	chargram:ok:left	chargram:ok:left	
329	damo	4	3	13.272630	0			
330	sho	3	84	8.465275	0			
331	or	2	266	6.802310	0			
332	sheoldam	8	1	14.857592	0			
333	otchody	7	4	12.857592	0			
334	ol	2	426	6.122883	0			
335	pcheol	6	9	11.687667	0			
336	shol	4	135	7.780777	0			
337	sols	4	3	13.272630	0			
338	sheol	5	90	8.365739	0			
339	shey	4	226	7.037413	0			
340	okadaiin	8	1	14.857592	1	chargram:ok:left	chargram:ok:left	
341	qokchor	7	3	13.272630	1	chargram:qok:left	chargram:qok:left	
342	qoschodam	9	1	14.857592	0			
343	octhy	5	7	12.050237	0			
344	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
345	qot	3	8	11.857592	0			
346	shey	4	226	7.037413	0			
347	qokody	6	9	11.687667	1	chargram:qok:left	chargram:qok:left	
348	qokchey	7	25	10.213736	1	chargram:qok:left	chargram:qok:left	
349	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
350	oporar	6	1	14.857592	0			
351	soleeg	6	1	14.857592	0			
352	otolom	6	1	14.857592	0			
353	chor	4	140	7.728309	0			
354	cthy	4	79	8.553812	0			
355	koaiin	6	2	13.857592	0			
356	cphor	5	3	13.272630	0			
357	qotoy	5	2	13.857592	0			
358	sha	3	1	14.857592	0			
359	ckhol	5	14	11.050237	0			
360	ykoaiin	7	2	13.857592	0			
361	s	1	168	7.465275	0			
362	oly	3	46	9.334030	0			
363	daiidy	6	4	12.857592	0			
364	qoteeol	7	5	12.535664	0			
365	okchor	6	14	11.050237	1	chargram:ok:left	chargram:ok:left	
366	okor	4	20	10.535664	1	chargram:ok:left	chargram:ok:left	
367	olytol	6	1	14.857592	0			
368	dol	3	89	8.381859	0			
369	dar	3	261	6.829686	0			
370	okom	4	5	12.535664	1	chargram:ok:left	chargram:ok:left	
371	chol	4	263	6.818673	0			
372	shol	4	135	7.780777	0			
373	seees	5	1	14.857592	0			
374	chom	4	8	11.857592	0			
375	cheeykam	8	1	14.857592	1	chargram:che:left	chargram:che:left	
376	okai	4	2	13.857592	1	chargram:ok:left	chargram:ok:left	
377	qodar	5	11	11.398161	0			
378	ees	3	6	12.272630	1	chargram:ee:left	chargram:ee:left	
379	eey	3	2	13.857592	1	chargram:ee:left	chargram:ee:left	
380	kcheol	6	2	13.857592	0			
381	okal	4	115	8.012102	1	chargram:ok:left	chargram:ok:left	
382	do	2	12	11.272630	0			
383	r	1	67	8.791503	0			
384	chear	5	36	9.687667	1	chargram:che:left	chargram:che:left	
385	een	3	1	14.857592	1	chargram:ee:left	chargram:ee:left	
386	yeeear	6	1	14.857592	0			
387	otchal	6	3	13.272630	0			
388	eeor	4	4	12.857592	1	chargram:ee:left	chargram:ee:left	
389	eear	4	1	14.857592	1	chargram:ee:left	chargram:ee:left	
390	ckhy	4	24	10.272630	0			
391	tchor	5	19	10.609665	0			
392	otcham	6	5	12.535664	0			
393	chor	4	140	7.728309	0			
394	cfham	5	1	14.857592	0			
395	s	1	168	7.465275	0			
396	ykchy	5	19	10.609665	0			
397	kchom	5	2	13.857592	0			
398	chor	4	140	7.728309	0			
399	chekeol	7	2	13.857592	1	chargram:che:left	chargram:che:left	
400	oka	3	1	14.857592	1	chargram:ok:left	chargram:ok:left	
401	ytcheear	8	1	14.857592	0			
402	okeol	5	52	9.157153	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
403	cthodoaly	9	1	14.857592	0			
404	chor	4	140	7.728309	0			
405	cthy	4	79	8.553812	0			
406	ochor	5	5	12.535664	0			
407	daiin	5	621	5.579143	0			
408	qokshol	7	1	14.857592	1	chargram:qok:left	chargram:qok:left	
409	daiim	5	5	12.535664	0			
410	chol	4	263	6.818673	0			
411	okary	5	8	11.857592	1	chargram:ok:left	chargram:ok:left	
412	sho	3	84	8.465275	0			
413	shockho	7	1	14.857592	0			
414	ckhy	4	24	10.272630	0			
415	tchor	5	19	10.609665	0			
416	chodaiin	8	29	9.999611	0			
417	chom	4	8	11.857592	0			
418	osh	3	1	14.857592	0			
419	chodair	7	2	13.857592	0			
420	ytchy	5	16	10.857592	0			
421	tchor	5	19	10.609665	0			
422	kcham	5	1	14.857592	0			
423	s	1	168	7.465275	0			
424	shar	4	26	10.157153	0			
425	shkaiin	7	3	13.272630	0			
426	qokchy	6	49	9.242882	1	chargram:qok:left	chargram:qok:left	
427	yty	3	18	10.687667	0			
428	cthal	5	6	12.272630	0			
429	chky	4	13	11.157153	0			
430	doiin	5	10	11.535664	0			
431	chor	4	140	7.728309	0			
432	ytoy	4	2	13.857592	0			
433	choraiin	8	5	12.535664	0			
434	chom	4	8	11.857592	0			
435	daiin	5	621	5.579143	0			
436	shain	5	6	12.272630	0			
437	pydaiin	7	2	13.857592	0			
438	qotchy	6	41	9.500040	0			
439	dy	2	196	7.242882	0			
440	tydy	4	1	14.857592	0			
441	chor	4	140	7.728309	0			
442	shytchy	7	1	14.857592	0			
443	dy	2	196	7.242882	0			
444	tcheay	6	1	14.857592	0			
445	qotaiin	7	72	8.687667	0			
446	cthol	5	40	9.535664	0			
447	daiin	5	621	5.579143	0			
448	cthom	5	8	11.857592	0			
449	shor	4	66	8.813198	0			
450	shol	4	135	7.780777	0			
451	shol	4	135	7.780777	0			
452	cthy	4	79	8.553812	0			
453	cpholdy	7	2	13.857592	0			
454	daiin	5	621	5.579143	0			
455	ckhochy	7	1	14.857592	0			
456	tchy	4	16	10.857592	0			
457	koraiin	7	1	14.857592	0			
458	odal	4	8	11.857592	0			
459	shor	4	66	8.813198	0			
460	shyshol	7	1	14.857592	0			
461	cphaiin	7	6	12.272630	0			
462	qotchoiin	9	1	14.857592	0			
463	sheyr	5	2	13.857592	0			
464	qoty	4	70	8.728309	0			
465	soiin	5	12	11.272630	0			
466	chaiin	6	29	9.999611	0			
467	chaiin	6	29	9.999611	0			
468	dlod	4	1	14.857592	0			
469	choldy	6	9	11.687667	0			
470	o	1	60	8.950702	0			
471	ar	2	297	6.643273	0			
472	am	2	78	8.572190	0			
473	choaiin	7	6	12.272630	0			
474	chodain	7	6	12.272630	0			
475	torchy	6	1	14.857592	0			
476	sheeor	6	7	12.050237	0			
477	chor	4	140	7.728309	0			
478	shokchy	7	5	12.535664	0			
479	cphydy	6	1	14.857592	0			
480	olaen	5	1	14.857592	0			
481	chor	4	140	7.728309	0			
482	cthol	5	40	9.535664	0			
483	sho	3	84	8.465275	0			
484	otor	4	38	9.609665	0			
485	cthory	6	2	13.857592	0			
486	qooko	5	1	14.857592	0			
487	iiincheom	9	1	14.857592	0			
488	chcthy	6	66	8.813198	0			
489	shoky	5	7	12.050237	0			
490	daiin	5	621	5.579143	0			
491	otaiin	6	125	7.891808	0			
492	sheo	4	42	9.465275	0			
493	okeody	6	31	9.903396	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
494	chol	4	263	6.818673	0			
495	chokeody	8	4	12.857592	0			
496	sho	3	84	8.465275	0			
497	kcheor	6	3	13.272630	0			
498	shody	5	43	9.431328	0			
499	shtaiin	7	1	14.857592	0			
500	qotol	5	35	9.728309	0			
501	daiin	5	621	5.579143	0			
502	qokoy	5	2	13.857592	1	chargram:qok:left	chargram:qok:left	
503	sho	3	84	8.465275	0			
504	okeol	5	52	9.157153	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
505	s	1	168	7.465275	0			
506	keey	4	34	9.770129	1	chargram:ke:left	chargram:ke:left	
507	shar	4	26	10.157153	0			
508	char	4	52	9.157153	0			
509	ody	3	35	9.728309	0			
510	shody	5	43	9.431328	0			
511	s	1	168	7.465275	0			
512	cheor	5	63	8.880312	1	chargram:che:left	chargram:che:left	
513	chokody	7	2	13.857592	0			
514	shodaiin	8	20	10.535664	0			
515	qoty	4	70	8.728309	0			
516	kshody	6	4	12.857592	0			
517	fchoy	5	1	14.857592	0			
518	chkoy	5	1	14.857592	0			
519	oaiin	5	17	10.770129	0			
520	oar	3	13	11.157153	0			
521	olsy	4	2	13.857592	0			
522	chody	5	63	8.880312	0			
523	dkshy	5	1	14.857592	0			
524	dy	2	196	7.242882	0			
525	ochey	5	7	12.050237	0			
526	okey	4	50	9.213736	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
527	qokaiin	7	217	7.096041	1	chargram:qok:left	chargram:qok:left	
528	sho	3	84	8.465275	0			
529	ckhoy	5	1	14.857592	0			
530	cthey	5	32	9.857592	0			
531	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
532	okaor	5	1	14.857592	1	chargram:ok:left	chargram:ok:left	
533	otol	4	64	8.857592	0			
534	qoaiin	6	17	10.770129	0			
535	otan	4	5	12.535664	0			
536	chy	3	98	8.242882	0			
537	daiin	5	621	5.579143	0			
538	oteeen	6	1	14.857592	0			
539	cho	3	48	9.272630	0			
540	cthy	4	79	8.553812	0			
541	otchy	5	39	9.572190	0			
542	qotcho	6	6	12.272630	0			
543	dy	2	196	7.242882	0			
544	tshy	4	5	12.535664	0			
545	shody	5	43	9.431328	0			
546	qoaiin	6	17	10.770129	0			
547	cholols	7	2	13.857592	0			
548	sho	3	84	8.465275	0			
549	qotcheo	7	4	12.857592	0			
550	daiin	5	621	5.579143	0			
551	shodaiin	8	20	10.535664	0			
552	sho	3	84	8.465275	0			
553	cheor	5	63	8.880312	1	chargram:che:left	chargram:che:left	
554	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
555	qoeeey	6	5	12.535664	1	chargram:qoe:left	chargram:qoe:left	
556	qoykeeey	8	1	14.857592	0			
557	qoeor	5	1	14.857592	1	chargram:qoe:left	chargram:qoe:left	
558	cthy	4	79	8.553812	0			
559	shotshy	7	1	14.857592	0			
560	dy	2	196	7.242882	0			
561	kocheor	7	1	14.857592	0			
562	chor	4	140	7.728309	0			
563	ytchey	6	10	11.535664	0			
564	pshod	5	1	14.857592	0			
565	chols	5	2	13.857592	0			
566	chodaiin	8	29	9.999611	0			
567	ytoiiin	7	1	14.857592	0			
568	daiin	5	621	5.579143	0			
569	dchol	5	21	10.465275	2	chargram:dc:left,chargram:dch:left	chargram:dc:left-chargram:dch:left	
570	sy	2	22	10.398161	0			
571	chol	4	263	6.818673	0			
572	otaiin	6	125	7.891808	0			
573	dain	4	151	7.619188	0			
574	cthor	5	27	10.102705	0			
575	chots	5	1	14.857592	0			
576	ychopordg	9	1	14.857592	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
577	qotcho	6	6	12.272630	0			
578	ytor	4	10	11.535664	0			
579	daiin	5	621	5.579143	0			
580	daiin	5	621	5.579143	0			
581	otchor	6	11	11.398161	0			
582	daiir	5	17	10.770129	0			
583	qo	2	23	10.334030	0			
584	darchor	7	1	14.857592	0			
585	do	2	12	11.272630	0			
586	qotor	5	22	10.398161	0			
587	shees	5	7	12.050237	0			
588	otol	4	64	8.857592	0			
589	ykoiin	6	4	12.857592	0			
590	shol	4	135	7.780777	0			
591	daiin	5	621	5.579143	0			
592	cthor	5	27	10.102705	0			
593	okchy	5	29	9.999611	1	chargram:ok:left	chargram:ok:left	
594	taiin	5	28	10.050237	0			
595	shokeeol	8	1	14.857592	0			
596	chor	4	140	7.728309	0			
597	cheotol	7	2	13.857592	1	chargram:che:left	chargram:che:left	
598	otchol	6	21	10.465275	0			
599	daiin	5	621	5.579143	0			
600	dal	3	212	7.129672	0			
601	chol	4	263	6.818673	0			
602	chotaiin	8	7	12.050237	0			
603	chopchol	8	1	14.857592	0			
604	otcham	6	5	12.535664	0			
605	cthor	5	27	10.102705	0			
606	chotols	7	2	13.857592	0			
607	ykeor	5	4	12.857592	0			
608	ytaiin	6	31	9.903396	0			
609	dar	3	261	6.829686	0			
610	yaiir	5	2	13.857592	0			
611	chy	3	98	8.242882	0			
612	odam	4	5	12.535664	0			
613	ydaiin	6	18	10.687667	0			
614	daiin	5	621	5.579143	0			
615	qodaiin	7	28	10.050237	0			
616	cho	3	48	9.272630	0			
617	s	1	168	7.465275	0			
618	chol	4	263	6.818673	0			
619	okaiin	6	162	7.517742	1	chargram:ok:left	chargram:ok:left	
620	s	1	168	7.465275	0			
621	ychol	5	7	12.050237	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
622	ckhor	5	7	12.050237	0			
623	pchar	5	2	13.857592	0			
624	sheo	4	42	9.465275	0			
625	ckhaiin	7	2	13.857592	0			
626	dar	3	261	6.829686	0			
627	sheeol	6	13	11.157153	0			
628	skaiiodar	9	1	14.857592	0			
629	otaiin	6	125	7.891808	0			
630	chory	5	9	11.687667	0			
631	tchor	5	19	10.609665	0			
632	ctheod	6	1	14.857592	0			
633	chy	3	98	8.242882	0			
634	shor	4	66	8.813198	0			
635	odshe	5	1	14.857592	0			
636	od	2	4	12.857592	0			
637	ychar	5	2	13.857592	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
638	olchad	6	1	14.857592	0			
639	ol	2	426	6.122883	0			
640	chokaiin	8	10	11.535664	0			
641	or	2	266	6.802310	0			
642	shol	4	135	7.780777	0			
643	cthom	5	8	11.857592	0			
644	chor	4	140	7.728309	0			
645	cthy	4	79	8.553812	0			
646	qocthol	7	2	13.857592	0			
647	qodaiin	7	28	10.050237	0			
648	cthy	4	79	8.553812	0			
649	koar	4	1	14.857592	0			
650	y	1	113	8.037413	0			
651	sar	3	64	8.857592	0			
652	oheekar	7	1	14.857592	0			
653	qoar	4	9	11.687667	0			
654	shor	4	66	8.813198	0			
655	chapchy	7	1	14.857592	0			
656	s	1	168	7.465275	0			
657	chear	5	36	9.687667	1	chargram:che:left	chargram:che:left	
658	char	4	52	9.157153	0			
659	otchy	5	39	9.572190	0			
660	oees	4	7	12.050237	1	chargram:oe:left	chargram:oe:left	
661	chor	4	140	7.728309	0			
662	chckhy	6	106	8.129672	0			
663	qoekchar	8	1	14.857592	1	chargram:qoe:left	chargram:qoe:left	
664	cheas	5	1	14.857592	1	chargram:che:left	chargram:che:left	
665	odaiin	6	42	9.465275	0			
666	kchey	5	13	11.157153	0			
667	chor	4	140	7.728309	0			
668	chaiin	6	29	9.999611	0			
669	rychos	6	1	14.857592	0			
670	ytody	5	8	11.857592	0			
671	tchody	6	6	12.272630	0			
672	shocthol	8	1	14.857592	0			
673	chocthey	8	6	12.272630	0			
674	s	1	168	7.465275	0			
675	ychos	5	1	14.857592	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
676	ychol	5	7	12.050237	2	chargram:yc:left,chargram:ych:left	chargram:yc:left-chargram:ych:left	
677	daiin	5	621	5.579143	0			
