idx	token	length	freq	H1_local_bits	n_rules	rule_ids	family_signature	best_pmi_partner
18430	chokol	6	3	13.272630	0			
18431	daiin	5	621	5.579143	0			
18432	qoekol	6	2	13.857592	1	chargram:qoe:left	chargram:qoe:left	
18433	qoekol	6	2	13.857592	1	chargram:qoe:left	chargram:qoe:left	
18434	qockhoy	7	1	14.857592	0			
18435	okol	4	65	8.835224	1	chargram:ok:left	chargram:ok:left	
18436	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18437	dsheol	6	6	12.272630	0			
18438	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
18439	s	1	168	7.465275	0			
18440	chy	3	98	8.242882	0			
18441	saiin	5	106	8.129672	0			
18442	chor	4	140	7.728309	0			
18443	oteor	5	9	11.687667	0			
18444	aiin	4	367	6.337956	0			
18445	chosals	7	1	14.857592	0			
18446	teol	4	10	11.535664	0			
18447	chor	4	140	7.728309	0			
18448	olsheody	8	1	14.857592	0			
18449	qokeol	6	40	9.535664	1	chargram:qok:left	chargram:qok:left	
18450	shoikhy	7	4	12.857592	0			
18451	ol	2	426	6.122883	0			
18452	sheeol	6	13	11.157153	0			
18453	sheol	5	90	8.365739	0			
18454	dg	2	1	14.857592	0			
18455	ofyskydal	9	1	14.857592	0			
18456	otor	4	38	9.609665	0			
18457	am	2	78	8.572190	0			
18458	ofaldo	6	1	14.857592	0			
18459	okoldy	6	7	12.050237	1	chargram:ok:left	chargram:ok:left	
18460	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18461	chol	4	263	6.818673	0			
18462	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18463	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18464	chol	4	263	6.818673	0			
18465	cheey	5	134	7.791503	1	chargram:che:left	chargram:che:left	
18466	or	2	266	6.802310	0			
18467	aiin	4	367	6.337956	0			
18468	oldal	5	2	13.857592	0			
18469	ykar	4	29	9.999611	0			
18470	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18471	chol	4	263	6.818673	0			
18472	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18473	ckhey	5	24	10.272630	0			
18474	s	1	168	7.465275	0			
18475	or	2	266	6.802310	0			
18476	shear	5	17	10.770129	0			
18477	ar	2	297	6.643273	0			
18478	alsy	4	1	14.857592	0			
18479	kor	3	18	10.687667	0			
18480	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18481	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18482	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18483	chody	5	63	8.880312	0			
18484	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18485	kchor	5	14	11.050237	0			
18486	chol	4	263	6.818673	0			
18487	dal	3	212	7.129672	0			
18488	ykeeey	6	6	12.272630	0			
18489	cheor	5	63	8.880312	1	chargram:che:left	chargram:che:left	
18490	cheotey	7	2	13.857592	1	chargram:che:left	chargram:che:left	
18491	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18492	qokeor	6	17	10.770129	1	chargram:qok:left	chargram:qok:left	
18493	chetchy	7	3	13.272630	1	chargram:che:left	chargram:che:left	
18494	ofal	4	3	13.272630	0			
18495	okolyd	6	1	14.857592	1	chargram:ok:left	chargram:ok:left	
18496	cheocthy	8	5	12.535664	1	chargram:che:left	chargram:che:left	
18497	cpheor	6	4	12.857592	0			
18498	otar	4	123	7.915078	0			
18499	arody	5	9	11.687667	0			
18500	otokol	6	1	14.857592	0			
18501	aiin	4	367	6.337956	0			
18502	cheokal	7	1	14.857592	1	chargram:che:left	chargram:che:left	
18503	saldaiin	8	1	14.857592	0			
18504	dshor	5	11	11.398161	0			
18505	shor	4	66	8.813198	0			
18506	qokeody	7	25	10.213736	1	chargram:qok:left	chargram:qok:left	
18507	qokeo	5	5	12.535664	1	chargram:qok:left	chargram:qok:left	
18508	lchey	5	35	9.728309	0			
18509	chkeor	6	1	14.857592	0			
18510	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
18511	daiin	5	621	5.579143	0			
18512	qokeom	6	1	14.857592	1	chargram:qok:left	chargram:qok:left	
18513	qoaiin	6	17	10.770129	0			
18514	cheoy	5	3	13.272630	1	chargram:che:left	chargram:che:left	
18515	olcheody	8	2	13.857592	0			
18516	qoekeol	7	1	14.857592	1	chargram:qoe:left	chargram:qoe:left	
18517	cho	3	48	9.272630	0			
18518	chckhy	6	106	8.129672	0			
18519	qoeey	5	10	11.535664	1	chargram:qoe:left	chargram:qoe:left	
18520	key	3	10	11.535664	1	chargram:ke:left	chargram:ke:left	
18521	cheokam	7	1	14.857592	1	chargram:che:left	chargram:che:left	
18522	choeey	6	2	13.857592	0			
18523	keeody	6	8	11.857592	1	chargram:ke:left	chargram:ke:left	
18524	s	1	168	7.465275	0			
18525	aiin	4	367	6.337956	0			
18526	chody	5	63	8.880312	0			
18527	okearcheol	10	1	14.857592	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18528	archeey	7	1	14.857592	0			
18529	rainal	6	1	14.857592	0			
18530	otoram	6	1	14.857592	0			
18531	otory	5	4	12.857592	0			
18532	cheosdy	7	1	14.857592	1	chargram:che:left	chargram:che:left	
18533	okaiin	6	162	7.517742	1	chargram:ok:left	chargram:ok:left	
18534	kosholda	8	1	14.857592	0			
18535	qotody	6	9	11.687667	0			
18536	opykey	6	1	14.857592	0			
18537	ol	2	426	6.122883	0			
18538	daiin	5	621	5.579143	0			
18539	qoteody	7	11	11.398161	0			
18540	yfolaiin	8	1	14.857592	0			
18541	oraiin	6	25	10.213736	0			
18542	ysheod	6	2	13.857592	0			
18543	sheo	4	42	9.465275	0			
18544	sheody	6	38	9.609665	0			
18545	qokeody	7	25	10.213736	1	chargram:qok:left	chargram:qok:left	
18546	qoky	4	122	7.926855	1	chargram:qok:left	chargram:qok:left	
18547	chees	5	29	9.999611	1	chargram:che:left	chargram:che:left	
18548	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
18549	qokeody	7	25	10.213736	1	chargram:qok:left	chargram:qok:left	
18550	dal	3	212	7.129672	0			
18551	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
18552	qokeoda	7	1	14.857592	1	chargram:qok:left	chargram:qok:left	
18553	chor	4	140	7.728309	0			
18554	oteody	6	33	9.813198	0			
18555	qockhol	7	4	12.857592	0			
18556	okol	4	65	8.835224	1	chargram:ok:left	chargram:ok:left	
18557	cheedy	6	50	9.213736	1	chargram:che:left	chargram:che:left	
18558	qokody	6	9	11.687667	1	chargram:qok:left	chargram:qok:left	
18559	ykeeor	6	2	13.857592	0			
18560	chockhy	7	13	11.157153	0			
18561	otol	4	64	8.857592	0			
18562	cheeol	6	7	12.050237	1	chargram:che:left	chargram:che:left	
18563	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
18564	qotody	6	9	11.687667	0			
18565	soteol	6	1	14.857592	0			
18566	chotam	6	4	12.857592	0			
18567	odoiin	6	1	14.857592	0			
18568	sheo	4	42	9.465275	0			
18569	ol	2	426	6.122883	0			
18570	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
18571	olaiin	6	35	9.728309	0			
18572	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
18573	chocthey	8	6	12.272630	0			
18574	oteody	6	33	9.813198	0			
18575	dy	2	196	7.242882	0			
18576	toairshy	8	1	14.857592	0			
18577	oteeody	7	10	11.535664	0			
18578	cpheody	7	3	13.272630	0			
18579	ykchey	6	5	12.535664	0			
18580	dam	3	82	8.500040	0			
18581	cheor	5	63	8.880312	1	chargram:che:left	chargram:che:left	
18582	chaly	5	4	12.857592	0			
18583	korain	6	2	13.857592	0			
18584	dairo	5	3	13.272630	0			
18585	dain	4	151	7.619188	0			
18586	ykeodain	8	1	14.857592	0			
18587	dain	4	151	7.619188	0			
18588	shedy	5	371	6.322317	0			
18589	qoteo	5	3	13.272630	0			
18590	lchdy	5	16	10.857592	0			
18591	qokeor	6	17	10.770129	1	chargram:qok:left	chargram:qok:left	
18592	ain	3	69	8.749068	0			
18593	tol	3	37	9.648139	0			
18594	keeodaiin	9	1	14.857592	1	chargram:ke:left	chargram:ke:left	
18595	qoky	4	122	7.926855	1	chargram:qok:left	chargram:qok:left	
18596	sheol	5	90	8.365739	0			
18597	daiin	5	621	5.579143	0			
18598	chees	5	29	9.999611	1	chargram:che:left	chargram:che:left	
18599	aiin	4	367	6.337956	0			
18600	chokar	6	6	12.272630	0			
18601	daimd	5	1	14.857592	0			
18602	daiin	5	621	5.579143	0			
18603	sheor	5	44	9.398161	0			
18604	sheedy	6	70	8.728309	0			
18605	daiin	5	621	5.579143	0			
18606	shoikhy	7	4	12.857592	0			
18607	qokeody	7	25	10.213736	1	chargram:qok:left	chargram:qok:left	
18608	doikhy	6	1	14.857592	0			
18609	dair	4	73	8.667768	0			
18610	ykeey	5	47	9.303003	0			
18611	sheor	5	44	9.398161	0			
18612	tos	3	3	13.272630	0			
18613	checkhy	7	39	9.572190	1	chargram:che:left	chargram:che:left	
18614	dain	4	151	7.619188	0			
18615	cheos	5	23	10.334030	1	chargram:che:left	chargram:che:left	
18616	cheockhy	8	6	12.272630	1	chargram:che:left	chargram:che:left	
18617	raldy	5	1	14.857592	0			
18618	daramdal	8	1	14.857592	0			
18619	otydary	7	1	14.857592	0			
18620	otdordy	7	1	14.857592	0			
18621	dararda	7	1	14.857592	0			
18622	okchshy	7	1	14.857592	1	chargram:ok:left	chargram:ok:left	
18623	qkol	4	2	13.857592	0			
18624	oldam	5	5	12.535664	0			
18625	otoldy	6	8	11.857592	0			
18626	ararchodaiin	12	1	14.857592	0			
18627	qoar	4	9	11.687667	0			
18628	shar	4	26	10.157153	0			
18629	qopcholy	8	1	14.857592	0			
18630	qokod	5	5	12.535664	1	chargram:qok:left	chargram:qok:left	
18631	chepy	5	6	12.272630	1	chargram:che:left	chargram:che:left	
18632	dar	3	261	6.829686	0			
18633	sheey	5	115	8.012102	0			
18634	okor	4	20	10.535664	1	chargram:ok:left	chargram:ok:left	
18635	sheeos	6	1	14.857592	0			
18636	oldain	6	2	13.857592	0			
18637	dshody	6	1	14.857592	0			
18638	qocthy	6	6	12.272630	0			
18639	chockhy	7	13	11.157153	0			
18640	dal	3	212	7.129672	0			
18641	chedy	5	417	6.153689	1	chargram:che:left	chargram:che:left	
18642	qokeody	7	25	10.213736	1	chargram:qok:left	chargram:qok:left	
18643	daldaiin	8	2	13.857592	0			
18644	chodaiin	8	29	9.999611	0			
18645	dal	3	212	7.129672	0			
18646	qokeol	6	40	9.535664	1	chargram:qok:left	chargram:qok:left	
18647	chol	4	263	6.818673	0			
18648	qodaiin	7	28	10.050237	0			
18649	chol	4	263	6.818673	0			
18650	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
18651	qokechy	7	12	11.272630	1	chargram:qok:left	chargram:qok:left	
18652	daiin	5	621	5.579143	0			
18653	ctheody	7	4	12.857592	0			
18654	dam	3	82	8.500040	0			
18655	oiiin	5	10	11.535664	0			
18656	daiin	5	621	5.579143	0			
18657	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
18658	daiin	5	621	5.579143	0			
18659	ckhol	5	14	11.050237	0			
18660	qokain	6	242	6.938729	1	chargram:qok:left	chargram:qok:left	
18661	cheamy	6	1	14.857592	1	chargram:che:left	chargram:che:left	
18662	ykyd	4	1	14.857592	0			
18663	chol	4	263	6.818673	0			
18664	ches	4	31	9.903396	1	chargram:che:left	chargram:che:left	
18665	otorain	7	1	14.857592	0			
18666	okaiin	6	162	7.517742	1	chargram:ok:left	chargram:ok:left	
18667	dan	3	15	10.950702	0			
18668	tcheol	6	4	12.857592	0			
18669	qoeair	6	1	14.857592	1	chargram:qoe:left	chargram:qoe:left	
18670	sheol	5	90	8.365739	0			
18671	qocphey	7	1	14.857592	0			
18672	saiin	5	106	8.129672	0			
18673	cheocphey	9	1	14.857592	1	chargram:che:left	chargram:che:left	
18674	dal	3	212	7.129672	0			
18675	darolm	6	1	14.857592	0			
18676	om	2	19	10.609665	0			
18677	sheey	5	115	8.012102	0			
18678	qokey	5	90	8.365739	1	chargram:qok:left	chargram:qok:left	
18679	l	1	48	9.272630	0			
18680	daiin	5	621	5.579143	0			
18681	dal	3	212	7.129672	0			
18682	chom	4	8	11.857592	0			
18683	chekechy	8	1	14.857592	1	chargram:che:left	chargram:che:left	
18684	chol	4	263	6.818673	0			
18685	cheos	5	23	10.334030	1	chargram:che:left	chargram:che:left	
18686	aiin	4	367	6.337956	0			
18687	dy	2	196	7.242882	0			
18688	qeaiin	6	1	14.857592	0			
18689	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18690	seey	4	1	14.857592	0			
18691	qotey	5	20	10.535664	0			
18692	qokeeol	7	6	12.272630	1	chargram:qok:left	chargram:qok:left	
18693	daiin	5	621	5.579143	0			
18694	ykeedy	6	25	10.213736	0			
18695	daiin	5	621	5.579143	0			
18696	dam	3	82	8.500040	0			
18697	pshol	5	4	12.857592	0			
18698	sheo	4	42	9.465275	0			
18699	oaithy	6	1	14.857592	0			
18700	cheoepey	8	1	14.857592	1	chargram:che:left	chargram:che:left	
18701	s	1	168	7.465275	0			
18702	sheor	5	44	9.398161	0			
18703	qokair	6	13	11.157153	1	chargram:qok:left	chargram:qok:left	
18704	y	1	113	8.037413	0			
18705	dam	3	82	8.500040	0			
18706	daly	4	26	10.157153	0			
18707	daim	4	11	11.398161	0			
18708	cheom	5	6	12.272630	1	chargram:che:left	chargram:che:left	
18709	qoaikhy	7	1	14.857592	0			
18710	air	3	57	9.024702	0			
18711	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
18712	ldain	5	2	13.857592	0			
18713	dal	3	212	7.129672	0			
18714	chom	4	8	11.857592	0			
18715	chtaem	6	1	14.857592	0			
18716	taiin	5	28	10.050237	0			
18717	dam	3	82	8.500040	0			
18718	shoety	6	1	14.857592	0			
18719	dal	3	212	7.129672	0			
18720	qokchy	6	49	9.242882	1	chargram:qok:left	chargram:qok:left	
18721	ykchdy	6	7	12.050237	0			
18722	otcham	6	5	12.535664	0			
18723	ol	2	426	6.122883	0			
18724	rchs	4	2	13.857592	0			
18725	aiin	4	367	6.337956	0			
18726	ysheeo	6	2	13.857592	0			
18727	r	1	67	8.791503	0			
18728	sheol	5	90	8.365739	0			
18729	qockhedy	8	4	12.857592	0			
18730	yty	3	18	10.687667	0			
18731	sheody	6	38	9.609665	0			
18732	qotol	5	35	9.728309	0			
18733	chead	5	1	14.857592	1	chargram:che:left	chargram:che:left	
18734	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18735	dal	3	212	7.129672	0			
18736	ykocfhy	7	1	14.857592	0			
18737	saldam	6	2	13.857592	0			
18738	sydarary	8	1	14.857592	0			
18739	ydcphdy	7	1	14.857592	0			
18740	odory	5	1	14.857592	0			
18741	doly	4	3	13.272630	0			
18742	opchosam	8	1	14.857592	0			
18743	saloiin	7	1	14.857592	0			
18744	sheol	5	90	8.365739	0			
18745	opcheor	7	1	14.857592	0			
18746	qokcheody	9	2	13.857592	1	chargram:qok:left	chargram:qok:left	
18747	cheodal	7	6	12.272630	1	chargram:che:left	chargram:che:left	
18748	dair	4	73	8.667768	0			
18749	cholkeedy	9	3	13.272630	0			
18750	qokedy	6	238	6.962775	1	chargram:qok:left	chargram:qok:left	
18751	cheyd	5	1	14.857592	1	chargram:che:left	chargram:che:left	
18752	cheo	4	45	9.365739	1	chargram:che:left	chargram:che:left	
18753	dal	3	212	7.129672	0			
18754	qoair	5	2	13.857592	0			
18755	shey	4	226	7.037413	0			
18756	cphoeedol	9	1	14.857592	0			
18757	deey	4	4	12.857592	0			
18758	qockhey	7	16	10.857592	0			
18759	choldy	6	9	11.687667	0			
18760	daim	4	11	11.398161	0			
18761	chos	4	25	10.213736	0			
18762	aiin	4	367	6.337956	0			
18763	cheodal	7	6	12.272630	1	chargram:che:left	chargram:che:left	
18764	daiin	5	621	5.579143	0			
18765	chy	3	98	8.242882	0			
18766	chedain	7	18	10.687667	1	chargram:che:left	chargram:che:left	
18767	dolchsyckheol	13	1	14.857592	0			
18768	daiin	5	621	5.579143	0			
18769	choy	4	10	11.535664	0			
18770	cheedy	6	50	9.213736	1	chargram:che:left	chargram:che:left	
18771	tchodol	7	1	14.857592	0			
18772	chor	4	140	7.728309	0			
18773	choldy	6	9	11.687667	0			
18774	chos	4	25	10.213736	0			
18775	dol	3	89	8.381859	0			
18776	okcheeg	7	1	14.857592	1	chargram:ok:left	chargram:ok:left	
18777	otoldy	6	8	11.857592	0			
18778	okol	4	65	8.835224	1	chargram:ok:left	chargram:ok:left	
18779	shol	4	135	7.780777	0			
18780	dy	2	196	7.242882	0			
18781	opcharoiin	10	1	14.857592	0			
18782	otolfcho	8	1	14.857592	0			
18783	dar	3	261	6.829686	0			
18784	cho	3	48	9.272630	0			
18785	lkeopol	7	1	14.857592	0			
18786	oeeor	5	1	14.857592	1	chargram:oe:left	chargram:oe:left	
18787	or	2	266	6.802310	0			
18788	okeeol	6	13	11.157153	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18789	qoor	4	4	12.857592	0			
18790	ol	2	426	6.122883	0			
18791	chor	4	140	7.728309	0			
18792	cheky	5	45	9.365739	1	chargram:che:left	chargram:che:left	
18793	shol	4	135	7.780777	0			
18794	daiiin	6	11	11.398161	0			
18795	chol	4	263	6.818673	0			
18796	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18797	kol	3	29	9.999611	0			
18798	dam	3	82	8.500040	0			
18799	olcheol	7	5	12.535664	0			
18800	dol	3	89	8.381859	0			
18801	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18802	tos	3	3	13.272630	0			
18803	ol	2	426	6.122883	0			
18804	chor	4	140	7.728309	0			
18805	ydaiin	6	18	10.687667	0			
18806	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18807	s	1	168	7.465275	0			
18808	oiiin	5	10	11.535664	0			
18809	chckhy	6	106	8.129672	0			
18810	qokeol	6	40	9.535664	1	chargram:qok:left	chargram:qok:left	
18811	okey	4	50	9.213736	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18812	okeey	5	132	7.813198	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18813	keey	4	34	9.770129	1	chargram:ke:left	chargram:ke:left	
18814	coeky	5	1	14.857592	0			
18815	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18816	okeey	5	132	7.813198	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18817	dal	3	212	7.129672	0			
18818	cheeody	7	10	11.535664	1	chargram:che:left	chargram:che:left	
18819	ockhy	5	9	11.687667	0			
18820	korain	6	2	13.857592	0			
18821	y	1	113	8.037413	0			
18822	sodar	5	4	12.857592	0			
18823	cheys	5	1	14.857592	1	chargram:che:left	chargram:che:left	
18824	cheody	6	61	8.926855	1	chargram:che:left	chargram:che:left	
18825	oforain	7	1	14.857592	0			
18826	okshd	5	2	13.857592	1	chargram:ok:left	chargram:ok:left	
18827	chos	4	25	10.213736	0			
18828	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18829	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18830	oldy	4	19	10.609665	0			
18831	sheodal	7	4	12.857592	0			
18832	ytoldy	6	3	13.272630	0			
18833	okeeeo	6	2	13.857592	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18834	ees	3	6	12.272630	1	chargram:ee:left	chargram:ee:left	
18835	cheey	5	134	7.791503	1	chargram:che:left	chargram:che:left	
18836	ykeol	5	9	11.687667	0			
18837	cheo	4	45	9.365739	1	chargram:che:left	chargram:che:left	
18838	cheky	5	45	9.365739	1	chargram:che:left	chargram:che:left	
18839	qokeol	6	40	9.535664	1	chargram:qok:left	chargram:qok:left	
18840	cheey	5	134	7.791503	1	chargram:che:left	chargram:che:left	
18841	qokeey	6	254	6.868908	1	chargram:qok:left	chargram:qok:left	
18842	saiin	5	106	8.129672	0			
18843	oteos	5	25	10.213736	0			
18844	ykeo	4	2	13.857592	0			
18845	qo	2	23	10.334030	0			
18846	qol	3	128	7.857592	0			
18847	cheo	4	45	9.365739	1	chargram:che:left	chargram:che:left	
18848	loiiin	6	2	13.857592	0			
18849	daimom	6	1	14.857592	0			
18850	okeey	5	132	7.813198	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18851	keeokechy	9	1	14.857592	1	chargram:ke:left	chargram:ke:left	
18852	cthey	5	32	9.857592	0			
18853	daiin	5	621	5.579143	0			
18854	dy	2	196	7.242882	0			
18855	o	1	60	8.950702	0			
18856	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18857	soiiin	6	4	12.857592	0			
18858	dair	4	73	8.667768	0			
18859	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18860	daiin	5	621	5.579143	0			
18861	okain	5	115	8.012102	1	chargram:ok:left	chargram:ok:left	
18862	yorain	6	1	14.857592	0			
18863	ofakal	6	1	14.857592	0			
18864	otalsy	6	2	13.857592	0			
18865	ytarem	6	1	14.857592	0			
18866	otolarol	8	1	14.857592	0			
18867	choeesy	7	1	14.857592	0			
18868	okam	4	24	10.272630	1	chargram:ok:left	chargram:ok:left	
18869	darcheos	8	1	14.857592	0			
18870	chokaro	7	1	14.857592	0			
18871	sheol	5	90	8.365739	0			
18872	chokam	6	3	13.272630	0			
18873	kosar	5	1	14.857592	0			
18874	sheol	5	90	8.365739	0			
18875	s	1	168	7.465275	0			
18876	aiin	4	367	6.337956	0			
18877	koiin	5	2	13.857592	0			
18878	chtodaiin	9	1	14.857592	0			
18879	pdan	4	1	14.857592	0			
18880	choto	5	3	13.272630	0			
18881	qofoiin	7	1	14.857592	0			
18882	dy	2	196	7.242882	0			
18883	qopdol	6	1	14.857592	0			
18884	doiir	5	6	12.272630	0			
18885	ofaiin	6	6	12.272630	0			
18886	ol	2	426	6.122883	0			
18887	cfheol	6	2	13.857592	0			
18888	dam	3	82	8.500040	0			
18889	oteee	5	1	14.857592	0			
18890	eeckhy	6	1	14.857592	1	chargram:ee:left	chargram:ee:left	
18891	s	1	168	7.465275	0			
18892	aiin	4	367	6.337956	0			
18893	ckhey	5	24	10.272630	0			
18894	otaiin	6	125	7.891808	0			
18895	okar	4	96	8.272630	1	chargram:ok:left	chargram:ok:left	
18896	dain	4	151	7.619188	0			
18897	okol	4	65	8.835224	1	chargram:ok:left	chargram:ok:left	
18898	al	2	211	7.136493	0			
18899	chor	4	140	7.728309	0			
18900	dar	3	261	6.829686	0			
18901	chor	4	140	7.728309	0			
18902	chor	4	140	7.728309	0			
18903	cheos	5	23	10.334030	1	chargram:che:left	chargram:che:left	
18904	qol	3	128	7.857592	0			
18905	eeeey	5	1	14.857592	1	chargram:ee:left	chargram:ee:left	
18906	dal	3	212	7.129672	0			
18907	chody	5	63	8.880312	0			
18908	cheor	5	63	8.880312	1	chargram:che:left	chargram:che:left	
18909	chey	4	246	6.915078	1	chargram:che:left	chargram:che:left	
18910	qoaiin	6	17	10.770129	0			
18911	chody	5	63	8.880312	0			
18912	okory	5	2	13.857592	1	chargram:ok:left	chargram:ok:left	
18913	otair	5	17	10.770129	0			
18914	chody	5	63	8.880312	0			
18915	dydariin	8	1	14.857592	0			
18916	opcheedoy	9	1	14.857592	0			
18917	chod	4	5	12.535664	0			
18918	s	1	168	7.465275	0			
18919	kory	4	1	14.857592	0			
18920	ochar	5	2	13.857592	0			
18921	eair	4	1	14.857592	0			
18922	sheotain	8	1	14.857592	0			
18923	ytodaiin	8	2	13.857592	0			
18924	dar	3	261	6.829686	0			
18925	s	1	168	7.465275	0			
18926	ain	3	69	8.749068	0			
18927	ykeody	6	12	11.272630	0			
18928	dar	3	261	6.829686	0			
18929	okal	4	115	8.012102	1	chargram:ok:left	chargram:ok:left	
18930	dal	3	212	7.129672	0			
18931	doral	5	1	14.857592	0			
18932	dar	3	261	6.829686	0			
18933	am	2	78	8.572190	0			
18934	dam	3	82	8.500040	0			
18935	yfor	4	2	13.857592	0			
18936	opodaiin	8	1	14.857592	0			
18937	dam	3	82	8.500040	0			
18938	sary	4	7	12.050237	0			
18939	qodam	5	2	13.857592	0			
18940	yteos	5	2	13.857592	0			
18941	aiin	4	367	6.337956	0			
18942	dairy	5	4	12.857592	0			
18943	sheos	5	11	11.398161	0			
18944	psheoepoain	11	1	14.857592	0			
18945	dain	4	151	7.619188	0			
18946	qekor	5	2	13.857592	0			
18947	ykeor	5	4	12.857592	0			
18948	otol	4	64	8.857592	0			
18949	sheey	5	115	8.012102	0			
18950	daldaiin	8	2	13.857592	0			
18951	daiir	5	17	10.770129	0			
18952	odor	4	6	12.272630	0			
18953	sheos	5	11	11.398161	0			
18954	aiin	4	367	6.337956	0			
18955	daikeody	8	1	14.857592	0			
18956	qokorar	7	2	13.857592	1	chargram:qok:left	chargram:qok:left	
18957	sheody	6	38	9.609665	0			
18958	qoko	4	9	11.687667	1	chargram:qok:left	chargram:qok:left	
18959	ltcheody	8	1	14.857592	0			
18960	otal	4	117	7.987228	0			
18961	cho	3	48	9.272630	0			
18962	daiin	5	621	5.579143	0			
18963	odaiin	6	42	9.465275	0			
18964	ykeoda	6	1	14.857592	0			
18965	okols	5	2	13.857592	1	chargram:ok:left	chargram:ok:left	
18966	sheey	5	115	8.012102	0			
18967	keeody	6	8	11.857592	1	chargram:ke:left	chargram:ke:left	
18968	daiin	5	621	5.579143	0			
18969	qokos	5	1	14.857592	1	chargram:qok:left	chargram:qok:left	
18970	okeom	5	4	12.857592	2	chargram:ok:left,chargram:oke:left	chargram:ok:left-chargram:oke:left	
18971	opaloiiry	9	1	14.857592	0			
18972	otaram	6	4	12.857592	0			
18973	chtody	6	1	14.857592	0			
18974	dso	3	1	14.857592	0			
18975	rady	4	1	14.857592	0			
18976	dareky	6	1	14.857592	0			
18977	okoraldy	8	1	14.857592	1	chargram:ok:left	chargram:ok:left	
18978	otoikhy	7	1	14.857592	0			
18979	otchar	6	4	12.857592	0			
18980	darshody	8	1	14.857592	0			
18981	koldal	6	1	14.857592	0			
18982	sfal	4	1	14.857592	0			
18983	cfhoy	5	1	14.857592	0			
18984	ofcheol	7	1	14.857592	0			
18985	opolsy	6	1	14.857592	0			
18986	daiin	5	621	5.579143	0			
18987	qopol	5	5	12.535664	0			
18988	oldaiin	7	5	12.535664	0			
18989	octhody	7	4	12.857592	0			
18990	dor	3	49	9.242882	0			
18991	sheey	5	115	8.012102	0			
18992	qokol	5	82	8.500040	1	chargram:qok:left	chargram:qok:left	
18993	cheol	5	131	7.824169	1	chargram:che:left	chargram:che:left	
18994	cthody	6	15	10.950702	0			
18995	qockhy	6	9	11.687667	0			
18996	dain	4	151	7.619188	0			
18997	yteey	5	23	10.334030	0			
18998	otar	4	123	7.915078	0			
18999	cthol	5	40	9.535664	0			
19000	qokey	5	90	8.365739	1	chargram:qok:left	chargram:qok:left	
19001	daiin	5	621	5.579143	0			
19002	cheey	5	134	7.791503	1	chargram:che:left	chargram:che:left	
19003	cthody	6	15	10.950702	0			
19004	qoor	4	4	12.857592	0			
19005	sheor	5	44	9.398161	0			
19006	sol	3	55	9.076233	0			
19007	chor	4	140	7.728309	0			
19008	cheor	5	63	8.880312	1	chargram:che:left	chargram:che:left	
19009	ory	3	15	10.950702	0			
19010	shockhey	8	2	13.857592	0			
19011	orarol	6	1	14.857592	0			
19012	cheoky	6	8	11.857592	1	chargram:che:left	chargram:che:left	
19013	qoy	3	3	13.272630	0			
