tok_id	token	prefix	stem	suffix
1	fachys		fachys	
2	ykal		ykal	
3	ar		ar	
4	ataiin		ataiin	
5	shol		shol	
6	shory		shory	
7	cthres		cthres	
8	y		y	
9	kor		kor	
10	sholdy		sholdy	
11	sory		sory	
12	ckhar		ckhar	
13	or		or	
14	y		y	
15	kair		kair	
16	chtaiin		chtaiin	
17	shar		shar	
18	are		are	
19	cthar		cthar	
20	cthar		cthar	
21	dan		dan	
22	syaiir		syaiir	
23	sheky		sheky	
24	or		or	
25	ykaiin		ykaiin	
26	shod		shod	
27	cthoary		cthoary	
28	cthes		cthes	
29	daraiin		daraiin	
30	sa		sa	
31	ooiin		ooiin	
32	oteey		oteey	
33	oteos		oteos	
34	roloty		roloty	
35	cthar		cthar	
36	daiin		daiin	
37	otaiin		otaiin	
38	or		or	
39	okan		okan	
40	dair		dair	
41	y		y	
42	chear		chear	
43	cthaiin		cthaiin	
44	cphar		cphar	
45	cfhaiin		cfhaiin	
46	odar		odar	
47	o		o	
48	y		y	
49	shol		shol	
50	cphoy		cphoy	
51	oydar		oydar	
52	sh		sh	
53	s		s	
54	cfhoaiin		cfhoaiin	
55	shodary		shodary	
56	yshey		yshey	
57	shody		shody	
58	okchoy		okchoy	
59	otchol		otchol	
60	chocthy		chocthy	
61	oschy		oschy	
62	dain		dain	
63	chor		chor	
64	kos		kos	
65	daiin		daiin	
66	shos		shos	
67	cfhol		cfhol	
68	shody		shody	
69	ydain		ydain	
70	cphesaiin		cphesaiin	
71	ol		ol	
72	s		s	
73	cphey		cphey	
74	ytain		ytain	
75	shoshy		shoshy	
76	cphodales		cphodales	
77	oksho		oksho	
78	kshoy		kshoy	
79	otairin		otairin	
80	oteol		oteol	
81	okan		okan	
82	shodain		shodain	
83	sckhey		sckhey	
84	daiin		daiin	
85	shoy		shoy	
86	ckhey		ckhey	
87	kodaiin		kodaiin	
88	cphy		cphy	
89	cphodaiils		cphodaiils	
90	cthey		cthey	
91	she		she	
92	oldain		oldain	
93	d		d	
94	dain		dain	
95	oiin		oiin	
96	chol		chol	
97	odaiin		odaiin	
98	chodain		chodain	
99	chdy		chdy	
100	okain		okain	
101	dan		dan	
102	cthy		cthy	
103	kod		kod	
104	daiin		daiin	
105	shckhey		shckhey	
106	ckeor		ckeor	
107	chor		chor	
108	shey		shey	
109	kol		kol	
110	chol		chol	
111	chol		chol	
112	kor		kor	
113	chal		chal	
114	sho		sho	
115	chol		chol	
116	shodan		shodan	
117	kshy		kshy	
118	kchy		kchy	
119	dor		dor	
120	chodaiin		chodaiin	
121	sho		sho	
122	kchom		kchom	
123	ycho		ycho	
124	tchey		tchey	
125	chokain		chokain	
126	sheo		sheo	
127	pshol		pshol	
128	dydyd		dydyd	
129	cthy		cthy	
130	daicthy		daicthy	
131	yto		yto	
132	shol		shol	
133	she		she	
134	kodshey		kodshey	
135	cphealy		cphealy	
136	dasain		dasain	
137	dain		dain	
138	ckhyds		ckhyds	
139	dchar		dchar	
140	shcthaiin		shcthaiin	
141	okaiir		okaiir	
142	chey		chey	
143	rchy		rchy	
144	potol		potol	
145	cthols		cthols	
146	dlocta		dlocta	
147	shok		shok	
148	chor		chor	
149	chey		chey	
150	dain		dain	
151	ckhey		ckhey	
152	cpho		cpho	
153	shaiin		shaiin	
154	shokcheey		shokcheey	
155	chol		chol	
156	tshodeesy		tshodeesy	
157	shey		shey	
158	pydeey		pydeey	
159	chy		chy	
160	ro		ro	
161	d		d	
162	doin		doin	
163	chol		chol	
164	dain		dain	
165	cthal		cthal	
166	dar		dar	
167	shear		shear	
168	kaiin		kaiin	
169	dar		dar	
170	shey		shey	
171	cthar		cthar	
172	choo		choo	
173	kaiin		kaiin	
174	shoaiin		shoaiin	
175	okol		okol	
176	daiin		daiin	
177	far		far	
178	cthol		cthol	
179	daiin		daiin	
180	ctholdar		ctholdar	
181	ycheey		ycheey	
182	okay		okay	
183	oky		oky	
184	daiin		daiin	
185	okchey		okchey	
186	kokaiin		kokaiin	
187	chol		chol	
188	kchy		kchy	
189	dal		dal	
190	deeo		deeo	
191	shody		shody	
192	koshey		koshey	
193	cthy		cthy	
194	okchey		okchey	
195	keey		keey	
196	keey		keey	
197	dal		dal	
198	chtor		chtor	
199	eo		eo	
200	chol		chol	
201	chok		chok	
202	choty		choty	
203	chotey		chotey	
204	oltchey		oltchey	
205	char		char	
206	cfhar		cfhar	
207	am		am	
208	dcho		dcho	
209	lkody		lkody	
210	okodar		okodar	
211	chody		chody	
212	dksheey		dksheey	
213	cthy		cthy	
214	kotchody		kotchody	
215	dal		dal	
216	dar		dar	
217	chey		chey	
218	tody		tody	
219	otoaiin		otoaiin	
220	shoshy		shoshy	
221	dolchey		dolchey	
222	chodo		chodo	
223	lol		lol	
224	chy		chy	
225	cthy		cthy	
226	ykol		ykol	
227	dol		dol	
228	dolo		dolo	
229	ykol		ykol	
230	do		do	
231	lchody		lchody	
232	chol		chol	
233	cthol		cthol	
234	chody		chody	
235	chol		chol	
236	daiin		daiin	
237	shol		shol	
238	dchor		dchor	
239	otcho		otcho	
240	dar		dar	
241	shody		shody	
242	ypchaiin		ypchaiin	
243	ckholsy		ckholsy	
244	shor		shor	
245	cthy		cthy	
246	cth		cth	
247	chaiin		chaiin	
248	chokaiin		chokaiin	
249	d		d	
250	ytchaiin		ytchaiin	
251	dan		dan	
252	dchol		dchol	
253	dchy		dchy	
254	cthy		cthy	
255	yksh		yksh	
256	olsheey		olsheey	
257	daiildy		daiildy	
258	chol		chol	
259	yky		yky	
260	dain		dain	
261	daiirol		daiirol	
262	cthey		cthey	
263	keol		keol	
264	saiin		saiin	
265	saiin		saiin	
266	olsaiin		olsaiin	
267	sheey		sheey	
268	ckhor		ckhor	
269	saiin		saiin	
270	chety		chety	
271	chyky		chyky	
272	sal		sal	
273	dair		dair	
274	shty		shty	
275	chor		chor	
276	daiin		daiin	
277	chcthy		chcthy	
278	daiin		daiin	
279	s		s	
280	shey		shey	
281	dor		dor	
282	chol		chol	
283	daiin		daiin	
284	daiin		daiin	
285	otchor		otchor	
286	chan		chan	
287	chees		chees	
288	chr		chr	
289	cheaiin		cheaiin	
290	tsheos		tsheos	
291	qopal		qopal	
292	chol		chol	
293	cthol		cthol	
294	daimm		daimm	
295	ycheor		ycheor	
296	chor		chor	
297	dam		dam	
298	qotcham		qotcham	
299	cham		cham	
300	ochor		ochor	
301	qocheor		qocheor	
302	chol		chol	
303	daiin		daiin	
304	cthy		cthy	
305	schey		schey	
306	chor		chor	
307	chal		chal	
308	cham		cham	
309	cham		cham	
310	cho		cho	
311	qokol		qokol	
312	chololy		chololy	
313	s		s	
314	cham		cham	
315	cthol		cthol	
316	ychtaiin		ychtaiin	
317	chor		chor	
318	cthom		cthom	
319	otal		otal	
320	dam		dam	
321	otchol		otchol	
322	qodaiin		qodaiin	
323	chom		chom	
324	shom		shom	
325	damo		damo	
326	ysheor		ysheor	
327	chor		chor	
328	chol		chol	
329	oky		oky	
330	damo		damo	
331	sho		sho	
332	or		or	
333	sheoldam		sheoldam	
334	otchody		otchody	
335	ol		ol	
336	pcheol		pcheol	
337	shol		shol	
338	sols		sols	
339	sheol		sheol	
340	shey		shey	
341	okadaiin		okadaiin	
342	qokchor		qokchor	
343	qoschodam		qoschodam	
344	octhy		octhy	
345	qokeey		qokeey	
346	qot		qot	
347	shey		shey	
348	qokody		qokody	
349	qokchey		qokchey	
350	cheody		cheody	
351	oporar		oporar	
352	soleeg		soleeg	
353	otolom		otolom	
354	chor		chor	
355	cthy		cthy	
356	koaiin		koaiin	
357	cphor		cphor	
358	qotoy		qotoy	
359	sha		sha	
360	ckhol		ckhol	
361	ykoaiin		ykoaiin	
362	s		s	
363	oly		oly	
364	daiidy		daiidy	
365	qoteeol		qoteeol	
366	okchor		okchor	
367	okor		okor	
368	olytol		olytol	
369	dol		dol	
370	dar		dar	
371	okom		okom	
372	chol		chol	
373	shol		shol	
374	seees		seees	
375	chom		chom	
376	cheeykam		cheeykam	
377	okai		okai	
378	qodar		qodar	
379	ees		ees	
380	eey		eey	
381	kcheol		kcheol	
382	okal		okal	
383	do		do	
384	r		r	
385	chear		chear	
386	een		een	
387	yeeear		yeeear	
388	otchal		otchal	
389	eeor		eeor	
390	eear		eear	
391	ckhy		ckhy	
392	tchor		tchor	
393	otcham		otcham	
394	chor		chor	
395	cfham		cfham	
396	s		s	
397	ykchy		ykchy	
398	kchom		kchom	
399	chor		chor	
400	chekeol		chekeol	
401	oka		oka	
402	ytcheear		ytcheear	
403	okeol		okeol	
404	cthodoaly		cthodoaly	
405	chor		chor	
406	cthy		cthy	
407	ochor		ochor	
408	daiin		daiin	
409	qokshol		qokshol	
410	daiim		daiim	
411	chol		chol	
412	okary		okary	
413	sho		sho	
414	shockho		shockho	
415	ckhy		ckhy	
416	tchor		tchor	
417	chodaiin		chodaiin	
418	chom		chom	
419	osh		osh	
420	chodair		chodair	
421	ytchy		ytchy	
422	tchor		tchor	
423	kcham		kcham	
424	s		s	
425	shar		shar	
426	shkaiin		shkaiin	
427	qokchy		qokchy	
428	yty		yty	
429	cthal		cthal	
430	chky		chky	
431	doiin		doiin	
432	chor		chor	
433	ytoy		ytoy	
434	choraiin		choraiin	
435	chom		chom	
436	daiin		daiin	
437	shain		shain	
438	pydaiin		pydaiin	
439	qotchy		qotchy	
440	dy		dy	
441	tydy		tydy	
442	chor		chor	
443	shytchy		shytchy	
444	dy		dy	
445	tcheay		tcheay	
446	qotaiin		qotaiin	
447	cthol		cthol	
448	daiin		daiin	
449	cthom		cthom	
450	shor		shor	
451	shol		shol	
452	shol		shol	
453	cthy		cthy	
454	cpholdy		cpholdy	
455	daiin		daiin	
456	ckhochy		ckhochy	
457	tchy		tchy	
458	koraiin		koraiin	
459	odal		odal	
460	shor		shor	
461	shyshol		shyshol	
462	cphaiin		cphaiin	
463	qotchoiin		qotchoiin	
464	sheyr		sheyr	
465	qoty		qoty	
466	soiin		soiin	
467	chaiin		chaiin	
468	chaiin		chaiin	
469	dlod		dlod	
470	choldy		choldy	
471	o		o	
472	ar		ar	
473	am		am	
474	choaiin		choaiin	
475	chodain		chodain	
476	torchy		torchy	
477	sheeor		sheeor	
478	chor		chor	
479	shokchy		shokchy	
480	cphydy		cphydy	
481	olaen		olaen	
482	chor		chor	
483	cthol		cthol	
484	sho		sho	
485	otor		otor	
486	cthory		cthory	
487	qooko		qooko	
488	iiincheom		iiincheom	
489	chcthy		chcthy	
490	shoky		shoky	
491	daiin		daiin	
492	otaiin		otaiin	
493	sheo		sheo	
494	okeody		okeody	
495	chol		chol	
496	chokeody		chokeody	
497	sho		sho	
498	kcheor		kcheor	
499	shody		shody	
500	shtaiin		shtaiin	
501	qotol		qotol	
502	daiin		daiin	
503	qokoy		qokoy	
504	sho		sho	
505	okeol		okeol	
506	s		s	
507	keey		keey	
508	shar		shar	
509	char		char	
510	ody		ody	
511	shody		shody	
512	s		s	
513	cheor		cheor	
514	chokody		chokody	
515	shodaiin		shodaiin	
516	qoty		qoty	
517	kshody		kshody	
518	fchoy		fchoy	
519	chkoy		chkoy	
520	oaiin		oaiin	
521	oar		oar	
522	olsy		olsy	
523	chody		chody	
524	dkshy		dkshy	
525	dy		dy	
526	ochey		ochey	
527	okey		okey	
528	qokaiin		qokaiin	
529	sho		sho	
530	ckhoy		ckhoy	
531	cthey		cthey	
532	chey		chey	
533	okaor		okaor	
534	otol		otol	
535	qoaiin		qoaiin	
536	otan		otan	
537	chy		chy	
538	daiin		daiin	
539	oteeen		oteeen	
540	cho		cho	
541	cthy		cthy	
542	otchy		otchy	
543	qotcho		qotcho	
544	dy		dy	
545	tshy		tshy	
546	shody		shody	
547	qoaiin		qoaiin	
548	cholols		cholols	
549	sho		sho	
550	qotcheo		qotcheo	
551	daiin		daiin	
552	shodaiin		shodaiin	
553	sho		sho	
554	cheor		cheor	
555	chey		chey	
556	qoeeey		qoeeey	
557	qoykeeey		qoykeeey	
558	qoeor		qoeor	
559	cthy		cthy	
560	shotshy		shotshy	
561	dy		dy	
562	kocheor		kocheor	
563	chor		chor	
564	ytchey		ytchey	
565	pshod		pshod	
566	chols		chols	
567	chodaiin		chodaiin	
568	ytoiiin		ytoiiin	
569	daiin		daiin	
570	dchol		dchol	
571	sy		sy	
572	chol		chol	
573	otaiin		otaiin	
574	dain		dain	
575	cthor		cthor	
576	chots		chots	
577	ychopordg		ychopordg	
578	qotcho		qotcho	
579	ytor		ytor	
580	daiin		daiin	
581	daiin		daiin	
582	otchor		otchor	
583	daiir		daiir	
584	qo		qo	
585	darchor		darchor	
586	do		do	
587	qotor		qotor	
588	shees		shees	
589	otol		otol	
590	ykoiin		ykoiin	
591	shol		shol	
592	daiin		daiin	
593	cthor		cthor	
594	okchy		okchy	
595	taiin		taiin	
596	shokeeol		shokeeol	
597	chor		chor	
598	cheotol		cheotol	
599	otchol		otchol	
600	daiin		daiin	
601	dal		dal	
602	chol		chol	
603	chotaiin		chotaiin	
604	chopchol		chopchol	
605	otcham		otcham	
606	cthor		cthor	
607	chotols		chotols	
608	ykeor		ykeor	
609	ytaiin		ytaiin	
610	dar		dar	
611	yaiir		yaiir	
612	chy		chy	
613	odam		odam	
614	ydaiin		ydaiin	
615	daiin		daiin	
616	qodaiin		qodaiin	
617	cho		cho	
618	s		s	
619	chol		chol	
620	okaiin		okaiin	
621	s		s	
622	ychol		ychol	
623	ckhor		ckhor	
624	pchar		pchar	
625	sheo		sheo	
626	ckhaiin		ckhaiin	
627	dar		dar	
628	sheeol		sheeol	
629	skaiiodar		skaiiodar	
630	otaiin		otaiin	
631	chory		chory	
632	tchor		tchor	
633	ctheod		ctheod	
634	chy		chy	
635	shor		shor	
636	odshe		odshe	
637	od		od	
638	ychar		ychar	
639	olchad		olchad	
640	ol		ol	
641	chokaiin		chokaiin	
642	or		or	
643	shol		shol	
644	cthom		cthom	
645	chor		chor	
646	cthy		cthy	
647	qocthol		qocthol	
648	qodaiin		qodaiin	
649	cthy		cthy	
650	koar		koar	
651	y		y	
652	sar		sar	
653	oheekar		oheekar	
654	qoar		qoar	
655	shor		shor	
656	chapchy		chapchy	
657	s		s	
658	chear		chear	
659	char		char	
660	otchy		otchy	
661	oees		oees	
662	chor		chor	
663	chckhy		chckhy	
664	qoekchar		qoekchar	
665	cheas		cheas	
666	odaiin		odaiin	
667	kchey		kchey	
668	chor		chor	
669	chaiin		chaiin	
670	rychos		rychos	
671	ytody		ytody	
672	tchody		tchody	
673	shocthol		shocthol	
674	chocthey		chocthey	
675	s		s	
676	ychos		ychos	
677	ychol		ychol	
678	daiin		daiin	
679	cthol		cthol	
680	dol		dol	
681	ychor		ychor	
682	chor		chor	
683	okchey		okchey	
684	qokom		qokom	
685	oeeo		oeeo	
686	dal		dal	
687	chor		chor	
688	cthom		cthom	
689	s		s	
690	qokche		qokche	
691	ychear		ychear	
692	kchdy		kchdy	
693	lor		lor	
694	char		char	
695	otam		otam	
696	cthom		cthom	
697	dy		dy	
698	ytchos		ytchos	
699	shy		shy	
700	qokam		qokam	
701	cthy		cthy	
702	yodaiin		yodaiin	
703	cthy		cthy	
704	s		s	
705	chor		chor	
706	oees		oees	
707	or		or	
708	qokor		qokor	
709	chol		chol	
710	cthol		cthol	
711	tchalody		tchalody	
712	chockhy		chockhy	
713	s		s	
714	os		os	
715	chy		chy	
716	sain		sain	
717	or		or	
718	ochy		ochy	
719	cthar		cthar	
720	cthar		cthar	
721	cthy		cthy	
722	y		y	
723	chaiir		chaiir	
724	ckhal		ckhal	
725	cthodam		cthodam	
726	dy		dy	
727	ytcho		ytcho	
728	cthol		cthol	
729	ches		ches	
730	cthor		cthor	
731	ocholy		ocholy	
732	kchos		kchos	
733	chy		chy	
734	dor		dor	
735	dchor		dchor	
736	choldar		choldar	
737	okol		okol	
738	daiin		daiin	
739	shey		shey	
740	qoos		qoos	
741	sheey		sheey	
742	chorochy		chorochy	
743	dchey		dchey	
744	kchey		kchey	
745	otchy		otchy	
746	cheody		cheody	
747	ytcheey		ytcheey	
748	qotchy		qotchy	
749	chald		chald	
750	odaiin		odaiin	
751	otchor		otchor	
752	choaiin		choaiin	
753	shody		shody	
754	shol		shol	
755	chotchy		chotchy	
756	shol		shol	
757	keey		keey	
758	choty		choty	
759	dain		dain	
760	shckhy		shckhy	
761	chochy		chochy	
762	kchod		kchod	
763	polyshy		polyshy	
764	shey		shey	
765	tchody		tchody	
766	qopchy		qopchy	
767	otshol		otshol	
768	dy		dy	
769	daiin		daiin	
770	tshodody		tshodody	
771	chochy		chochy	
772	cthy		cthy	
773	daiin		daiin	
774	qoky		qoky	
775	chcphhy		chcphhy	
776	daiin		daiin	
777	cthol		cthol	
778	cthy		cthy	
779	cthd		cthd	
780	qokchy		qokchy	
781	dykchy		dykchy	
782	chkeey		chkeey	
783	kshy		kshy	
784	ky		ky	
785	ty		ty	
786	dor		dor	
787	cheey		cheey	
788	ol		ol	
789	cheol		cheol	
790	dy		dy	
791	choteeen		choteeen	
792	oeear		oeear	
793	choschy		choschy	
794	dain		dain	
795	sho		sho	
796	kshy		kshy	
797	shol		shol	
798	deees		deees	
799	dol		dol	
800	kchor		kchor	
801	sheod		sheod	
802	sheodaiin		sheodaiin	
803	shodaiin		shodaiin	
804	oksholshol		oksholshol	
805	dais		dais	
806	qos		qos	
807	dol		dol	
808	dol		dol	
809	dor		dor	
810	aiin		aiin	
811	okchor		okchor	
812	daiin		daiin	
813	cphol		cphol	
814	chody		chody	
815	shy		shy	
816	cfhodar		cfhodar	
817	shor		shor	
818	okche		okche	
819	do		do	
820	dchy		dchy	
821	dain		dain	
822	al		al	
823	chodaiin		chodaiin	
824	shokchy		shokchy	
825	chor		chor	
826	dy		dy	
827	dchol		dchol	
828	shesed		shesed	
829	chofchy		chofchy	
830	dam		dam	
831	scho		scho	
832	chky		chky	
833	ckooaiin		ckooaiin	
834	chy		chy	
835	taiin		taiin	
836	shy		shy	
837	chocty		chocty	
838	cheeody		cheeody	
839	sol		sol	
840	choto		choto	
841	kchoan		kchoan	
842	choor		choor	
843	dain		dain	
844	ofchey		ofchey	
845	dsheey		dsheey	
846	shol		shol	
847	daiin		daiin	
848	shor		shor	
849	cheocthy		cheocthy	
850	oksheo		oksheo	
851	dol		dol	
852	daird		daird	
853	ytchody		ytchody	
854	chot		chot	
855	choty		choty	
856	otariin		otariin	
857	chotol		chotol	
858	sho		sho	
859	chey		chey	
860	kshey		kshey	
861	lody		lody	
862	cholal		cholal	
863	chy		chy	
864	etodaiin		etodaiin	
865	dol		dol	
866	daiiirchy		daiiirchy	
867	ckhy		ckhy	
868	scheaiin		scheaiin	
869	cthaichar		cthaichar	
870	cthy		cthy	
871	dar		dar	
872	aiin		aiin	
873	chean		chean	
874	cky		cky	
875	char		char	
876	chaiin		chaiin	
877	daiin		daiin	
878	chor		chor	
879	cha		cha	
880	rchealcham		rchealcham	
881	shol		shol	
882	kaiin		kaiin	
883	shol		shol	
884	kaiin		kaiin	
885	daikam		daikam	
886	chal		chal	
887	sol		sol	
888	shol		shol	
889	otol		otol	
890	chol		chol	
891	opcheaiin		opcheaiin	
892	opydaiin		opydaiin	
893	saiin		saiin	
894	chor		chor	
895	sheaiin		sheaiin	
896	shor		shor	
897	chykchy		chykchy	
898	otaiin		otaiin	
899	cty		cty	
900	chear		chear	
901	shol		shol	
902	chaiin		chaiin	
903	shaiin		shaiin	
904	dolar		dolar	
905	chean		chean	
906	cthar		cthar	
907	shealy		shealy	
908	daiin		daiin	
909	chary		chary	
910	otchar		otchar	
911	etaiin		etaiin	
912	cthol		cthol	
913	dar		dar	
914	ytchy		ytchy	
915	chey		chey	
916	kaiin		kaiin	
917	dain		dain	
918	ar		ar	
919	dar		dar	
920	shey		shey	
921	cthar		cthar	
922	chotain		chotain	
923	ry		ry	
924	chol		chol	
925	chol		chol	
926	chol		chol	
927	cthaiin		cthaiin	
928	dain		dain	
929	chokchy		chokchy	
930	chol		chol	
931	cthor		cthor	
932	chaiin		chaiin	
933	oeesody		oeesody	
934	kchey		kchey	
935	pchy		pchy	
936	cpharom		cpharom	
937	shear		shear	
938	cheeotaiin		cheeotaiin	
939	chal		chal	
940	daiin		daiin	
941	chokain		chokain	
942	keoky		keoky	
943	otorchy		otorchy	
944	satar		satar	
945	shol		shol	
946	kol		kol	
947	char		char	
948	cthey		cthey	
949	tchy		tchy	
950	ckham		ckham	
951	chor		chor	
952	cheain		cheain	
953	char		char	
954	cheeky		cheeky	
955	chor		chor	
956	ry		ry	
957	oteey		oteey	
958	dchor		dchor	
959	chodey		chodey	
960	cho		cho	
961	raiin		raiin	
962	shor		shor	
963	cthy		cthy	
964	or		or	
965	chaiin		chaiin	
966	cthod		cthod	
967	ram		ram	
968	ytol		ytol	
969	dayty		dayty	
970	shydal		shydal	
971	chdy		chdy	
972	chodar		chodar	
973	aiin		aiin	
974	olsho		olsho	
975	cthy		cthy	
976	fochor		fochor	
977	oporody		oporody	
978	opy		opy	
979	shor		shor	
980	daiin		daiin	
981	qopchypcho		qopchypcho	
982	qofol		qofol	
983	shol		shol	
984	cfhol		cfhol	
985	daiin		daiin	
986	oty		oty	
987	qokaiin		qokaiin	
988	dy		dy	
989	oeees		oeees	
990	daiin		daiin	
991	chty		chty	
992	daiiin		daiiin	
993	cthod		cthod	
994	yky		yky	
995	daim		daim	
996	daly		daly	
997	ytoldy		ytoldy	
998	oty		oty	
999	kchol		kchol	
1000	chol		chol	
1001	chy		chy	
1002	kyty		kyty	
1003	ychor		ychor	
1004	chshoty		chshoty	
1005	oky		oky	
1006	kaiin		kaiin	
1007	pchocthy		pchocthy	
1008	shor		shor	
1009	octhody		octhody	
1010	chorchy		chorchy	
1011	pchodol		pchodol	
1012	chopchal		chopchal	
1013	ypch		ypch	
1014	kom		kom	
1015	dchey		dchey	
1016	cthoor		cthoor	
1017	char		char	
1018	chty		chty	
1019	os		os	
1020	chair		chair	
1021	otytchol		otytchol	
1022	oky		oky	
1023	daiin		daiin	
1024	etyd		etyd	
1025	qotor		qotor	
1026	otchy		otchy	
1027	daiin		daiin	
1028	chocthy		chocthy	
1029	qotchy		qotchy	
1030	chol		chol	
1031	or		or	
1032	yty		yty	
1033	dy		dy	
1034	dy		dy	
1035	sor		sor	
1036	chaiin		chaiin	
1037	chcthy		chcthy	
1038	ctho		ctho	
1039	ckhy		ckhy	
1040	or		or	
1041	aiin		aiin	
1042	chtchor		chtchor	
1043	doiir		doiir	
1044	ody		ody	
1045	chy		chy	
1046	taiin		taiin	
1047	shy		shy	
1048	dain		dain	
1049	dair		dair	
1050	am		am	
1051	chol		chol	
1052	daiin		daiin	
1053	dar		dar	
1054	chodaiin		chodaiin	
1055	ytoiin		ytoiin	
1056	otar		otar	
1057	paiin		paiin	
1058	daiin		daiin	
1059	sheo		sheo	
1060	pcheey		pcheey	
1061	qoty		qoty	
1062	daiin		daiin	
1063	cthor		cthor	
1064	otydy		otydy	
1065	sain		sain	
1066	dain		dain	
1067	daiin		daiin	
1068	ckhy		ckhy	
1069	chcthor		chcthor	
1070	choiin		choiin	
1071	qot		qot	
1072	chodaiin		chodaiin	
1073	cthy		cthy	
1074	daiin		daiin	
1075	qotchytor		qotchytor	
1076	shoiin		shoiin	
1077	daiin		daiin	
1078	qotchey		qotchey	
1079	shcthey		shcthey	
1080	ytor		ytor	
1081	dain		dain	
1082	sho		sho	
1083	ykeey		ykeey	
1084	daiin		daiin	
1085	qotchy		qotchy	
1086	qotor		qotor	
1087	chol		chol	
1088	daiin		daiin	
1089	qokchyky		qokchyky	
1090	shoiin		shoiin	
1091	chor		chor	
1092	shcthy		shcthy	
1093	qoty		qoty	
1094	qotoiin		qotoiin	
1095	qokol		qokol	
1096	choraiin		choraiin	
1097	tshol		tshol	
1098	schoal		schoal	
1099	cfhy		cfhy	
1100	shfydaiin		shfydaiin	
1101	cphy		cphy	
1102	shey		shey	
1103	tchody		tchody	
1104	shoyty		shoyty	
1105	socthody		socthody	
1106	qodor		qodor	
1107	y		y	
1108	kshy		kshy	
1109	daiin		daiin	
1110	ytchy		ytchy	
1111	ytchoky		ytchoky	
1112	kchol		kchol	
1113	daiin		daiin	
1114	qoty		qoty	
1115	chol		chol	
1116	cthy		cthy	
1117	dor		dor	
1118	ykychy		ykychy	
1119	choty		choty	
1120	dain		dain	
1121	chaiin		chaiin	
1122	daiin		daiin	
1123	ded		ded	
1124	tchol		tchol	
1125	shor		shor	
1126	shor		shor	
1127	dky		dky	
1128	shcphy		shcphy	
1129	daiin		daiin	
1130	cthy		cthy	
1131	dy		dy	
1132	chodl		chodl	
1133	daiin		daiin	
1134	odl		odl	
1135	ds		ds	
1136	y		y	
1137	otol		otol	
1138	chaiin		chaiin	
1139	ykchor		ykchor	
1140	dair		dair	
1141	chody		chody	
1142	cthy		cthy	
1143	s		s	
1144	daiin		daiin	
1145	shol		shol	
1146	cphar		cphar	
1147	dan		dan	
1148	y		y	
1149	ykchy		ykchy	
1150	dain		dain	
1151	dchy		dchy	
1152	oky		oky	
1153	chol		chol	
1154	dy		dy	
1155	dy		dy	
1156	ctho		ctho	
1157	tchey		tchey	
1158	tan		tan	
1159	cthor		cthor	
1160	shy		shy	
1161	arg		arg	
1162	torshor		torshor	
1163	opchy		opchy	
1164	shol		shol	
1165	dy		dy	
1166	qopchy		qopchy	
1167	shol		shol	
1168	opchor		opchor	
1169	dypchy		dypchy	
1170	dchm		dchm	
1171	dchol		dchol	
1172	chol		chol	
1173	dol		dol	
1174	shkchy		shkchy	
1175	ydal		ydal	
1176	shy		shy	
1177	ykchy		ykchy	
1178	qotey		qotey	
1179	daiin		daiin	
1180	s		s	
1181	y		y	
1182	s		s	
1183	y		y	
1184	dchor		dchor	
1185	shaiin		shaiin	
1186	oeees		oeees	
1187	ykor		ykor	
1188	chor		chor	
1189	ytshy		ytshy	
1190	ykchy		ykchy	
1191	kchy		kchy	
1192	dar		dar	
1193	shorodo		shorodo	
1194	shy		shy	
1195	tshy		tshy	
1196	kchol		kchol	
1197	dpchy		dpchy	
1198	qopchy		qopchy	
1199	otchol		otchol	
1200	cfhol		cfhol	
1201	dy		dy	
1202	tchor		tchor	
1203	dor		dor	
1204	daiin		daiin	
1205	qotchol		qotchol	
1206	okchy		okchy	
1207	okchor		okchor	
1208	oiin		oiin	
1209	chckhy		chckhy	
1210	d		d	
1211	okchor		okchor	
1212	doaiin		doaiin	
1213	s		s	
1214	okchey		okchey	
1215	daiin		daiin	
1216	okchal		okchal	
1217	daldy		daldy	
1218	koair		koair	
1219	chtoiin		chtoiin	
1220	otchy		otchy	
1221	kchod		kchod	
1222	otol		otol	
1223	otchy		otchy	
1224	octhos		octhos	
1225	oko		oko	
1226	qokol		qokol	
1227	chodal		chodal	
1228	otchol		otchol	
1229	cphol		cphol	
1230	choty		choty	
1231	qokchy		qokchy	
1232	qokod		qokod	
1233	chy		chy	
1234	otchy		otchy	
1235	cthody		cthody	
1236	ols		ols	
1237	chey		chey	
1238	okos		okos	
1239	oaiin		oaiin	
1240	okshy		okshy	
1241	qocky		qocky	
1242	dairo		dairo	
1243	d		d	
1244	shoin		shoin	
1245	ytaiin		ytaiin	
1246	sho		sho	
1247	qocthy		qocthy	
1248	pchodaiin		pchodaiin	
1249	chopol		chopol	
1250	shoiin		shoiin	
1251	daiin		daiin	
1252	dain		dain	
1253	o		o	
1254	ykeey		ykeey	
1255	soiiin		soiiin	
1256	chok		chok	
1257	qokchy		qokchy	
1258	da		da	
1259	okol		okol	
1260	ydaiin		ydaiin	
1261	olchy		olchy	
1262	kchor		kchor	
1263	daiin		daiin	
1264	olol		olol	
1265	ochkchar		ochkchar	
1266	kol		kol	
1267	shy		shy	
1268	daiin		daiin	
1269	dorody		dorody	
1270	qokchol		qokchol	
