name	n_tokens_x	chars_total	len_mean	len_median	len_stdev	H1	MI1	invalid_frac	invalid_bigrams	total_bigrams	n_tokens_y	n_suffixes	coverage_tokens	coverage	acc_on_covered	stems_covered	z_MI1	z_FSM	z_Menu	distinguish_index
rugg_basic	10000	253594	25.3594	25.0	3.423978919327629	3.966964370169964	1.384101482685962	0.066631362020411	16231	243594	10000	80	30	0.003	1.0	10	0.048040123044359936	-0.3868066894478342	1.5178646391833912	0.393032690926639
rugg_stats	10000	242652	24.2652	24.0	3.125486995653637	3.967640456835571	1.3121664734843472	0.06587951102934855	15327	232652	10000	78	0	0.0	0.0	0	-0.3005792246498157	-0.3634175998331785	-1.2520241646780852	-0.6386736630536931
rugg_markov	10000	96855	9.6855	9.0	4.009487467245657	3.985873251482072	1.1130099452389364	0.08427839502619308	7320	86855	10000	70	2065	0.2065	0.326095708554375	171	-1.265753480363866	-0.9357825388003272	-0.3487753125660468	-0.8501037772434133
voynich_subset	7045	33886	4.809936124911284	5.0	2.171187038048138	3.9896888879665418	1.6874771411541305	0.0	0	26841	7045	63	5534	0.7855216465578424	0.4819540051130472	270	1.518292581969325	1.6860068280813398	0.08293483806074105	1.0957447493704686
