name	n_tokens	chars_total	len_mean	len_median	len_stdev	H1	MI1
rugg_basic	10000	253594	25.3594	25.0	3.423978919327629	3.966964370169964	1.384101482685962
rugg_stats	10000	242652	24.2652	24.0	3.125486995653637	3.967640456835571	1.3121664734843472
rugg_markov	10000	96855	9.6855	9.0	4.009487467245657	3.985873251482072	1.1130099452389364
voynich_subset	7045	33886	4.809936124911284	5.0	2.171187038048138	3.9896888879665418	1.6874771411541303
